uid,street,house,current_zone,snap_m,true_shortest_unconstrained_km,best_entry_id,best_entry_road,best_via_entry_km,via_entry_minus_free_km,entries_evaluated,all_entry_km_json,owner_review_required,osrm_current_route_km,current_minus_true_shortest_km,overstated_gt_10pct
w352341364,Молодёжный переулок,5,4,22.1,6.2891,Про-028,Главная улица,6.2891,0.0,21,"{""Про-028"": 6.2891, ""Про-029"": 6.7786, ""Про-030"": 6.4522, ""Про-031"": 6.2891, ""Про-032"": 9.291, ""Про-033"": 6.3989, ""Про-034"": 6.3489, ""Про-035"": 6.3489, ""Про-036"": 6.3489, ""Про-037"": 7.7312, ""Про-038"": 6.75, ""Про-039"": 7.3688, ""Про-040"": 6.8885, ""Про-041"": 7.6954, ""Про-042"": 8.9974, ""Про-043"": 8.0077, ""Про-044"": 7.788, ""Про-045"": 7.609, ""Про-046"": 7.8934, ""Про-047"": 12.9841, ""Про-048"": 10.4331}",True,6.7915,0.5024,False
w352341366,Молодёжный переулок,7,4,27.9,6.2891,Про-028,Главная улица,6.2891,0.0,21,"{""Про-028"": 6.2891, ""Про-029"": 6.7786, ""Про-030"": 6.4522, ""Про-031"": 6.2891, ""Про-032"": 9.291, ""Про-033"": 6.3989, ""Про-034"": 6.3489, ""Про-035"": 6.3489, ""Про-036"": 6.3489, ""Про-037"": 7.7312, ""Про-038"": 6.75, ""Про-039"": 7.3688, ""Про-040"": 6.8885, ""Про-041"": 7.6954, ""Про-042"": 8.9974, ""Про-043"": 8.0077, ""Про-044"": 7.788, ""Про-045"": 7.609, ""Про-046"": 7.8934, ""Про-047"": 12.9841, ""Про-048"": 10.4331}",True,6.7626,0.4735,False
w352341370,Молодёжный переулок,39,4,24.8,6.172,Про-028,Главная улица,6.172,0.0,21,"{""Про-028"": 6.172, ""Про-029"": 6.6615, ""Про-030"": 6.3351, ""Про-031"": 6.172, ""Про-032"": 9.1738, ""Про-033"": 6.2818, ""Про-034"": 6.2318, ""Про-035"": 6.2318, ""Про-036"": 6.2318, ""Про-037"": 7.6141, ""Про-038"": 6.6329, ""Про-039"": 7.2517, ""Про-040"": 6.7714, ""Про-041"": 7.5783, ""Про-042"": 8.8803, ""Про-043"": 7.8906, ""Про-044"": 7.6709, ""Про-045"": 7.4918, ""Про-046"": 7.7763, ""Про-047"": 12.867, ""Про-048"": 10.316}",True,6.6907,0.5187,False
w352156646,Первомайская улица,2,4,16.2,5.6182,Про-028,Главная улица,5.6182,0.0,21,"{""Про-028"": 5.6182, ""Про-029"": 7.2153, ""Про-030"": 6.5447, ""Про-031"": 5.6182, ""Про-032"": 9.5574, ""Про-033"": 6.22, ""Про-034"": 5.6779, ""Про-035"": 5.6779, ""Про-036"": 5.6779, ""Про-037"": 8.168, ""Про-038"": 7.1123, ""Про-039"": 7.8055, ""Про-040"": 7.3252, ""Про-041"": 8.1321, ""Про-042"": 9.2639, ""Про-043"": 8.4444, ""Про-044"": 8.2247, ""Про-045"": 8.0457, ""Про-046"": 8.3302, ""Про-047"": 12.9178, ""Про-048"": 10.8699}",True,6.1146,0.4964,False
w352156639,Первомайская улица,4,4,21.0,5.6523,Про-028,Главная улица,5.6523,0.0,21,"{""Про-028"": 5.6523, ""Про-029"": 7.1812, ""Про-030"": 6.5788, ""Про-031"": 5.6523, ""Про-032"": 9.5915, ""Про-033"": 6.2542, ""Про-034"": 5.7121, ""Про-035"": 5.7121, ""Про-036"": 5.7121, ""Про-037"": 8.1338, ""Про-038"": 7.1464, ""Про-039"": 7.7714, ""Про-040"": 7.2911, ""Про-041"": 8.098, ""Про-042"": 9.298, ""Про-043"": 8.4103, ""Про-044"": 8.1906, ""Про-045"": 8.0116, ""Про-046"": 8.296, ""Про-047"": 12.9519, ""Про-048"": 10.8357}",True,6.1447,0.4924,False
w224936651,Первомайская улица,5,4,16.8,5.7638,Про-028,Главная улица,5.7638,0.0,21,"{""Про-028"": 5.7638, ""Про-029"": 7.1413, ""Про-030"": 6.6903, ""Про-031"": 5.7638, ""Про-032"": 9.6536, ""Про-033"": 6.3657, ""Про-034"": 5.8236, ""Про-035"": 5.8236, ""Про-036"": 5.8236, ""Про-037"": 8.0939, ""Про-038"": 7.1127, ""Про-039"": 7.7315, ""Про-040"": 7.2512, ""Про-041"": 8.0581, ""Про-042"": 9.3601, ""Про-043"": 8.3704, ""Про-044"": 8.1507, ""Про-045"": 7.9716, ""Про-046"": 8.2561, ""Про-047"": 13.0634, ""Про-048"": 10.7958}",True,6.2717,0.5079,False
w318344384,Первомайская улица,6,4,24.3,5.6523,Про-028,Главная улица,5.6523,0.0,21,"{""Про-028"": 5.6523, ""Про-029"": 7.1812, ""Про-030"": 6.5788, ""Про-031"": 5.6523, ""Про-032"": 9.5915, ""Про-033"": 6.2542, ""Про-034"": 5.7121, ""Про-035"": 5.7121, ""Про-036"": 5.7121, ""Про-037"": 8.1338, ""Про-038"": 7.1464, ""Про-039"": 7.7714, ""Про-040"": 7.2911, ""Про-041"": 8.098, ""Про-042"": 9.298, ""Про-043"": 8.4103, ""Про-044"": 8.1906, ""Про-045"": 8.0116, ""Про-046"": 8.296, ""Про-047"": 12.9519, ""Про-048"": 10.8357}",True,6.1623,0.51,False
w224936652,Первомайская улица,7,4,20.9,5.8309,Про-028,Главная улица,5.8309,0.0,21,"{""Про-028"": 5.8309, ""Про-029"": 7.2084, ""Про-030"": 6.7574, ""Про-031"": 5.8309, ""Про-032"": 9.7207, ""Про-033"": 6.4328, ""Про-034"": 5.8906, ""Про-035"": 5.8906, ""Про-036"": 5.8906, ""Про-037"": 8.161, ""Про-038"": 7.1798, ""Про-039"": 7.7986, ""Про-040"": 7.3183, ""Про-041"": 8.1252, ""Про-042"": 9.4272, ""Про-043"": 8.4375, ""Про-044"": 8.2177, ""Про-045"": 8.0387, ""Про-046"": 8.3232, ""Про-047"": 13.1305, ""Про-048"": 10.8629}",True,6.3128,0.4819,False
w352156642,Первомайская улица,8,4,39.6,5.728,Про-028,Главная улица,5.728,0.0,21,"{""Про-028"": 5.728, ""Про-029"": 7.1055, ""Про-030"": 6.6545, ""Про-031"": 5.728, ""Про-032"": 9.6178, ""Про-033"": 6.3299, ""Про-034"": 5.7878, ""Про-035"": 5.7878, ""Про-036"": 5.7878, ""Про-037"": 8.0581, ""Про-038"": 7.0769, ""Про-039"": 7.6957, ""Про-040"": 7.2154, ""Про-041"": 8.0223, ""Про-042"": 9.3243, ""Про-043"": 8.3346, ""Про-044"": 8.1149, ""Про-045"": 7.9358, ""Про-046"": 8.2203, ""Про-047"": 13.0276, ""Про-048"": 10.76}",True,6.19,0.462,False
w224936653,Первомайская улица,9,4,26.6,5.8309,Про-028,Главная улица,5.8309,0.0,21,"{""Про-028"": 5.8309, ""Про-029"": 7.2084, ""Про-030"": 6.7574, ""Про-031"": 5.8309, ""Про-032"": 9.7207, ""Про-033"": 6.4328, ""Про-034"": 5.8906, ""Про-035"": 5.8906, ""Про-036"": 5.8906, ""Про-037"": 8.161, ""Про-038"": 7.1798, ""Про-039"": 7.7986, ""Про-040"": 7.3183, ""Про-041"": 8.1252, ""Про-042"": 9.4272, ""Про-043"": 8.4375, ""Про-044"": 8.2177, ""Про-045"": 8.0387, ""Про-046"": 8.3232, ""Про-047"": 13.1305, ""Про-048"": 10.8629}",True,6.3689,0.538,False
w352156644,Первомайская улица,10,4,24.9,5.728,Про-028,Главная улица,5.728,0.0,21,"{""Про-028"": 5.728, ""Про-029"": 7.1055, ""Про-030"": 6.6545, ""Про-031"": 5.728, ""Про-032"": 9.6178, ""Про-033"": 6.3299, ""Про-034"": 5.7878, ""Про-035"": 5.7878, ""Про-036"": 5.7878, ""Про-037"": 8.0581, ""Про-038"": 7.0769, ""Про-039"": 7.6957, ""Про-040"": 7.2154, ""Про-041"": 8.0223, ""Про-042"": 9.3243, ""Про-043"": 8.3346, ""Про-044"": 8.1149, ""Про-045"": 7.9358, ""Про-046"": 8.2203, ""Про-047"": 13.0276, ""Про-048"": 10.76}",True,6.2073,0.4793,False
w352042424,Первомайская улица,14,4,31.8,5.7383,Про-028,Главная улица,5.7383,0.0,21,"{""Про-028"": 5.7383, ""Про-029"": 7.0952, ""Про-030"": 6.6648, ""Про-031"": 5.7383, ""Про-032"": 9.6075, ""Про-033"": 6.3402, ""Про-034"": 5.7981, ""Про-035"": 5.7981, ""Про-036"": 5.7981, ""Про-037"": 8.0478, ""Про-038"": 7.0666, ""Про-039"": 7.6854, ""Про-040"": 7.2051, ""Про-041"": 8.012, ""Про-042"": 9.314, ""Про-043"": 8.3243, ""Про-044"": 8.1045, ""Про-045"": 7.9255, ""Про-046"": 8.21, ""Про-047"": 13.0379, ""Про-048"": 10.7497}",True,6.2585,0.5202,False
w224936657,Первомайская улица,15,4,34.8,6.0347,Про-028,Главная улица,6.0347,0.0,21,"{""Про-028"": 6.0347, ""Про-029"": 7.1776, ""Про-030"": 6.8512, ""Про-031"": 6.0347, ""Про-032"": 9.6899, ""Про-033"": 6.6366, ""Про-034"": 6.0945, ""Про-035"": 6.0945, ""Про-036"": 6.0945, ""Про-037"": 8.1302, ""Про-038"": 7.149, ""Про-039"": 7.7678, ""Про-040"": 7.2875, ""Про-041"": 8.0944, ""Про-042"": 9.3964, ""Про-043"": 8.4067, ""Про-044"": 8.187, ""Про-045"": 8.0079, ""Про-046"": 8.2924, ""Про-047"": 13.1452, ""Про-048"": 10.8321}",True,6.5034,0.4687,False
w352042425,Первомайская улица,16,4,47.8,5.7383,Про-028,Главная улица,5.7383,0.0,21,"{""Про-028"": 5.7383, ""Про-029"": 7.0952, ""Про-030"": 6.6648, ""Про-031"": 5.7383, ""Про-032"": 9.6075, ""Про-033"": 6.3402, ""Про-034"": 5.7981, ""Про-035"": 5.7981, ""Про-036"": 5.7981, ""Про-037"": 8.0478, ""Про-038"": 7.0666, ""Про-039"": 7.6854, ""Про-040"": 7.2051, ""Про-041"": 8.012, ""Про-042"": 9.314, ""Про-043"": 8.3243, ""Про-044"": 8.1045, ""Про-045"": 7.9255, ""Про-046"": 8.21, ""Про-047"": 13.0379, ""Про-048"": 10.7497}",True,6.2781,0.5398,False
w224936658,Первомайская улица,17,4,28.2,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.427,0.5126,False
w352042542,Первомайская улица,18,4,51.5,5.8453,Про-028,Главная улица,5.8453,0.0,21,"{""Про-028"": 5.8453, ""Про-029"": 6.9882, ""Про-030"": 6.6618, ""Про-031"": 5.8453, ""Про-032"": 9.5005, ""Про-033"": 6.4472, ""Про-034"": 5.9051, ""Про-035"": 5.9051, ""Про-036"": 5.9051, ""Про-037"": 7.9408, ""Про-038"": 6.9596, ""Про-039"": 7.5784, ""Про-040"": 7.0981, ""Про-041"": 7.905, ""Про-042"": 9.207, ""Про-043"": 8.2173, ""Про-044"": 7.9976, ""Про-045"": 7.8185, ""Про-046"": 8.103, ""Про-047"": 12.9558, ""Про-048"": 10.6427}",True,6.296,0.4507,False
w352042423,Первомайская улица,19,4,47.5,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.455,0.5406,False
w352160026,Первомайская улица,20,4,30.0,5.8453,Про-028,Главная улица,5.8453,0.0,21,"{""Про-028"": 5.8453, ""Про-029"": 6.9882, ""Про-030"": 6.6618, ""Про-031"": 5.8453, ""Про-032"": 9.5005, ""Про-033"": 6.4472, ""Про-034"": 5.9051, ""Про-035"": 5.9051, ""Про-036"": 5.9051, ""Про-037"": 7.9408, ""Про-038"": 6.9596, ""Про-039"": 7.5784, ""Про-040"": 7.0981, ""Про-041"": 7.905, ""Про-042"": 9.207, ""Про-043"": 8.2173, ""Про-044"": 7.9976, ""Про-045"": 7.8185, ""Про-046"": 8.103, ""Про-047"": 12.9558, ""Про-048"": 10.6427}",True,6.3184,0.4731,False
w352042429,Первомайская улица,21,4,69.4,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.478,0.5636,False
w352042430,Первомайская улица,23,4,54.9,6.053,Про-028,Главная улица,6.053,0.0,21,"{""Про-028"": 6.053, ""Про-029"": 6.7805, ""Про-030"": 6.454, ""Про-031"": 6.053, ""Про-032"": 9.2928, ""Про-033"": 6.4008, ""Про-034"": 6.1128, ""Про-035"": 6.1128, ""Про-036"": 6.1128, ""Про-037"": 7.7331, ""Про-038"": 6.7518, ""Про-039"": 7.3707, ""Про-040"": 6.8904, ""Про-041"": 7.6973, ""Про-042"": 8.9992, ""Про-043"": 8.0095, ""Про-044"": 7.7898, ""Про-045"": 7.6108, ""Про-046"": 7.8953, ""Про-047"": 12.7481, ""Про-048"": 10.435}",True,6.4986,0.4456,False
w352160045,Первомайская улица,24,4,24.3,5.8453,Про-028,Главная улица,5.8453,0.0,21,"{""Про-028"": 5.8453, ""Про-029"": 6.9882, ""Про-030"": 6.6618, ""Про-031"": 5.8453, ""Про-032"": 9.5005, ""Про-033"": 6.4472, ""Про-034"": 5.9051, ""Про-035"": 5.9051, ""Про-036"": 5.9051, ""Про-037"": 7.9408, ""Про-038"": 6.9596, ""Про-039"": 7.5784, ""Про-040"": 7.0981, ""Про-041"": 7.905, ""Про-042"": 9.207, ""Про-043"": 8.2173, ""Про-044"": 7.9976, ""Про-045"": 7.8185, ""Про-046"": 8.103, ""Про-047"": 12.9558, ""Про-048"": 10.6427}",True,6.3533,0.508,False
w352042431,Первомайская улица,25,4,36.0,6.053,Про-028,Главная улица,6.053,0.0,21,"{""Про-028"": 6.053, ""Про-029"": 6.7805, ""Про-030"": 6.454, ""Про-031"": 6.053, ""Про-032"": 9.2928, ""Про-033"": 6.4008, ""Про-034"": 6.1128, ""Про-035"": 6.1128, ""Про-036"": 6.1128, ""Про-037"": 7.7331, ""Про-038"": 6.7518, ""Про-039"": 7.3707, ""Про-040"": 6.8904, ""Про-041"": 7.6973, ""Про-042"": 8.9992, ""Про-043"": 8.0095, ""Про-044"": 7.7898, ""Про-045"": 7.6108, ""Про-046"": 7.8953, ""Про-047"": 12.7481, ""Про-048"": 10.435}",True,6.5171,0.4641,False
w352160050,Первомайская улица,26,4,35.3,5.8453,Про-028,Главная улица,5.8453,0.0,21,"{""Про-028"": 5.8453, ""Про-029"": 6.9882, ""Про-030"": 6.6618, ""Про-031"": 5.8453, ""Про-032"": 9.5005, ""Про-033"": 6.4472, ""Про-034"": 5.9051, ""Про-035"": 5.9051, ""Про-036"": 5.9051, ""Про-037"": 7.9408, ""Про-038"": 6.9596, ""Про-039"": 7.5784, ""Про-040"": 7.0981, ""Про-041"": 7.905, ""Про-042"": 9.207, ""Про-043"": 8.2173, ""Про-044"": 7.9976, ""Про-045"": 7.8185, ""Про-046"": 8.103, ""Про-047"": 12.9558, ""Про-048"": 10.6427}",True,6.3681,0.5228,False
w352333655,Первомайская улица,28,4,26.1,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.3922,0.4778,False
w352333662,Первомайская улица,30,4,14.7,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.4084,0.494,False
w352333663,Первомайская улица,32,4,17.0,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.4226,0.5082,False
w352333664,Первомайская улица,34,4,31.3,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.4391,0.5247,False
w352342445,Первомайская улица,35,4,59.4,6.172,Про-028,Главная улица,6.172,0.0,21,"{""Про-028"": 6.172, ""Про-029"": 6.6615, ""Про-030"": 6.3351, ""Про-031"": 6.172, ""Про-032"": 9.1738, ""Про-033"": 6.2818, ""Про-034"": 6.2318, ""Про-035"": 6.2318, ""Про-036"": 6.2318, ""Про-037"": 7.6141, ""Про-038"": 6.6329, ""Про-039"": 7.2517, ""Про-040"": 6.7714, ""Про-041"": 7.5783, ""Про-042"": 8.8803, ""Про-043"": 7.8906, ""Про-044"": 7.6709, ""Про-045"": 7.4918, ""Про-046"": 7.7763, ""Про-047"": 12.867, ""Про-048"": 10.316}",True,6.6178,0.4458,False
w352333670,Первомайская улица,36,4,48.0,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.4558,0.5414,False
w352333671,Первомайская улица,38,4,59.1,5.9144,Про-028,Главная улица,5.9144,0.0,21,"{""Про-028"": 5.9144, ""Про-029"": 6.9191, ""Про-030"": 6.5927, ""Про-031"": 5.9144, ""Про-032"": 9.4314, ""Про-033"": 6.5163, ""Про-034"": 5.9742, ""Про-035"": 5.9742, ""Про-036"": 5.9742, ""Про-037"": 7.8717, ""Про-038"": 6.8905, ""Про-039"": 7.5093, ""Про-040"": 7.029, ""Про-041"": 7.8359, ""Про-042"": 9.1379, ""Про-043"": 8.1482, ""Про-044"": 7.9285, ""Про-045"": 7.7494, ""Про-046"": 8.0339, ""Про-047"": 12.8867, ""Про-048"": 10.5736}",True,6.4686,0.5542,False
w352346364,Первомайская улица,40,4,60.2,6.053,Про-028,Главная улица,6.053,0.0,21,"{""Про-028"": 6.053, ""Про-029"": 6.7805, ""Про-030"": 6.454, ""Про-031"": 6.053, ""Про-032"": 9.2928, ""Про-033"": 6.4008, ""Про-034"": 6.1128, ""Про-035"": 6.1128, ""Про-036"": 6.1128, ""Про-037"": 7.7331, ""Про-038"": 6.7518, ""Про-039"": 7.3707, ""Про-040"": 6.8904, ""Про-041"": 7.6973, ""Про-042"": 8.9992, ""Про-043"": 8.0095, ""Про-044"": 7.7898, ""Про-045"": 7.6108, ""Про-046"": 7.8953, ""Про-047"": 12.7481, ""Про-048"": 10.435}",True,6.4919,0.4389,False
w352680270,Первомайская улица,41,4,30.2,6.172,Про-028,Главная улица,6.172,0.0,21,"{""Про-028"": 6.172, ""Про-029"": 6.6615, ""Про-030"": 6.3351, ""Про-031"": 6.172, ""Про-032"": 9.1738, ""Про-033"": 6.2818, ""Про-034"": 6.2318, ""Про-035"": 6.2318, ""Про-036"": 6.2318, ""Про-037"": 7.6141, ""Про-038"": 6.6329, ""Про-039"": 7.2517, ""Про-040"": 6.7714, ""Про-041"": 7.5783, ""Про-042"": 8.8803, ""Про-043"": 7.8906, ""Про-044"": 7.6709, ""Про-045"": 7.4918, ""Про-046"": 7.7763, ""Про-047"": 12.867, ""Про-048"": 10.316}",True,6.693,0.521,False
