uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,in_city_km,outside_city_km,raw_km_A,eq_km_A,eq_km_B,recalculated_zone_A,recalculated_zone_B,reason_A
n2334305071,Бендеры,Борисовка,улица Панфилова,9,4,6.7094,0.0,5.9317,5.9281,6.0174,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w209267177,Бендеры,Борисовка,улица Панфилова,12,4,6.2956,0.0,5.5767,5.5739,5.6633,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w319226862,Бендеры,Борисовка,улица Панфилова,15,4,6.7452,0.0,5.9677,5.9639,6.0532,2,3,shorter fastest valid route than catalog basis -> cheaper zone
w319226864,Бендеры,Борисовка,улица Панфилова,17,4,6.7957,0.0,6.0182,6.0144,6.1037,2,3,shorter fastest valid route than catalog basis -> cheaper zone
w209267113,Бендеры,Борисовка,улица Панфилова,25,4,6.5064,0.0,5.765,5.7618,5.8511,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w165763744,Бендеры,Липканы,улица Петровского,1,2,3.4505,0.0,2.959,2.956,3.0436,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319615905,Бендеры,Борисовка,улица Петровского,2,2,3.9322,0.0,3.4364,3.4324,3.5218,1,2,shorter fastest valid route than catalog basis -> cheaper zone
w316026031,Бендеры,Липканы,улица Петровского,3/1,2,3.5606,0.0,3.0693,3.0661,3.1537,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w165763752,Бендеры,Борисовка,улица Петровского,5,2,3.8832,0.0,3.3874,3.3834,3.4728,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w165763737,Бендеры,Борисовка,улица Петровского,7,2,3.9967,0.0,3.5011,3.4969,3.5863,1,2,shorter fastest valid route than catalog basis -> cheaper zone
w116073003,Бендеры,Борисовка,улица Петровского,8,2,3.5239,0.0,3.0273,3.0241,3.1135,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w116073004,Бендеры,Борисовка,улица Петровского,8,2,3.6901,0.0,3.1938,3.1903,3.2797,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w116073002,Бендеры,Борисовка,улица Петровского,10,2,3.5583,0.0,3.0617,3.0585,3.1479,1,1,shorter fastest valid route than catalog basis -> cheaper zone
n2325402378,Бендеры,Борисовка,улица Петровского,17,2,3.4979,0.0,3.0012,2.9981,3.0875,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144175,Бендеры,Борисовка,улица Петровского,19,2,3.5138,0.0,3.0172,3.014,3.1034,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144172,Бендеры,Борисовка,улица Петровского,21,2,3.5284,0.0,3.0317,3.0286,3.118,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144169,Бендеры,Борисовка,улица Петровского,23,2,3.5432,0.0,3.0466,3.0434,3.1328,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w91848280,Бендеры,Борисовка,улица Петровского,24,2,4.2849,0.0,3.7898,3.7851,3.8745,2,2,stable
w319144165,Бендеры,Борисовка,улица Петровского,25,2,3.5551,0.0,3.0585,3.0553,3.1447,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w225209888,Бендеры,Борисовка,улица Петровского,26,2,4.3049,0.0,3.8098,3.8051,3.8945,2,2,stable
w319144163,Бендеры,Борисовка,улица Петровского,27,2,3.5679,0.0,3.0714,3.0681,3.1575,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144160,Бендеры,Борисовка,улица Петровского,29,2,3.5836,0.0,3.087,3.0838,3.1732,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144157,Бендеры,Борисовка,улица Петровского,31,2,3.5983,0.0,3.1018,3.0985,3.1879,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144154,Бендеры,Борисовка,улица Петровского,33,2,3.6237,0.0,3.1273,3.1239,3.2133,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144151,Бендеры,Борисовка,улица Петровского,35,2,3.6379,0.0,3.1415,3.1381,3.2275,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144149,Бендеры,Борисовка,улица Петровского,37,2,3.6528,0.0,3.1564,3.153,3.2424,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319144146,Бендеры,Борисовка,улица Петровского,39,2,3.6665,0.0,3.1702,3.1667,3.2561,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319142248,Бендеры,Борисовка,улица Петровского,43,2,3.7013,0.0,3.2051,3.2015,3.2909,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w91848269,Бендеры,Борисовка,улица Петровского,45,2,4.4418,0.0,3.9237,3.9189,4.016,2,2,stable
