uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,why,fastest_distance_km,fastest_duration_s,min_alt_distance_km,n_alternatives,straight_line_km,detour_ratio,in_city_km,outside_city_km,snap_distance_m,nearest_road_highway,flags,verdict
w316645114,Бендеры,Хомутяновка,улица Ползунова,26,3,district_Хомутяновка,5.4094,360,5.4094,1,1.674,3.232,5.4062,0.0,13.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416084,Бендеры,Хомутяновка,улица Ползунова,27,3,district_Хомутяновка,5.392,357.5,5.392,1,1.647,3.274,5.3888,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316645110,Бендеры,Хомутяновка,улица Ползунова,28,3,district_Хомутяновка,5.3943,357.8,5.3943,1,1.676,3.219,5.3911,0.0,14.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416042,Бендеры,Хомутяновка,улица Ползунова,29,3,district_Хомутяновка,5.3768,355.3,5.3768,1,1.649,3.26,5.3737,0.0,14.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316031270,Бендеры,Хомутяновка,улица Ползунова,30,3,district_Хомутяновка,5.3795,355.7,5.3795,1,1.676,3.209,5.3763,0.0,13.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416038,Бендеры,Хомутяновка,улица Ползунова,31,3,district_Хомутяновка,5.3644,353.5,5.3644,1,1.65,3.252,5.3612,0.0,15.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316031267,Бендеры,Хомутяновка,улица Ползунова,32,3,district_Хомутяновка,5.3642,353.5,5.3642,1,1.679,3.194,5.361,0.0,14.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416078,Бендеры,Хомутяновка,улица Ползунова,33,3,district_Хомутяновка,5.3482,351.2,5.3482,1,1.652,3.238,5.3451,0.0,15.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316031266,Бендеры,Хомутяновка,улица Ползунова,34,3,district_Хомутяновка,5.3495,351.4,5.3495,1,1.68,3.184,5.3463,0.0,13.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316031264,Бендеры,Хомутяновка,улица Ползунова,36,3,district_Хомутяновка,5.3335,349.1,5.3335,1,1.682,3.171,5.3303,0.0,13.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618146,Бендеры,Хомутяновка,улица Ползунова,38,3,district_Хомутяновка,5.3347,352.6,5.3347,1,1.688,3.16,5.3315,0.0,14.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287675,Бендеры,Хомутяновка,улица Ползунова,39,3,district_Хомутяновка,5.3487,354.6,5.3487,1,1.661,3.219,5.3455,0.0,14.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618137,Бендеры,Хомутяновка,улица Ползунова,40,3,district_Хомутяновка,5.3617,356.5,5.3617,1,1.694,3.164,5.3585,0.0,16.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287666,Бендеры,Хомутяновка,улица Ползунова,41,3,district_Хомутяновка,5.2568,355.5,5.2568,1,1.665,3.158,5.2537,0.0,16.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425217,Бендеры,Хомутяновка,улица Ползунова,42,3,district_Хомутяновка,5.2578,355.7,5.2578,1,1.694,3.103,5.2546,0.0,13.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287689,Бендеры,Хомутяновка,улица Ползунова,43,3,district_Хомутяновка,5.2437,353.6,5.2437,1,1.664,3.15,5.2405,0.0,19.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425216,Бендеры,Хомутяновка,улица Ползунова,44,3,district_Хомутяновка,5.2415,353.3,5.2415,1,1.698,3.088,5.2383,0.0,13.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287698,Бендеры,Хомутяновка,улица Ползунова,45,3,district_Хомутяновка,5.2253,351,5.2253,1,1.672,3.124,5.2221,0.0,15.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425215,Бендеры,Хомутяновка,улица Ползунова,46,3,district_Хомутяновка,5.2279,351.4,5.2279,1,1.7,3.076,5.2247,0.0,13.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287642,Бендеры,Хомутяновка,улица Ползунова,47,3,district_Хомутяновка,5.21,348.8,5.21,1,1.676,3.109,5.2069,0.0,14.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425213,Бендеры,Хомутяновка,улица Ползунова,48,3,district_Хомутяновка,5.2147,349.5,5.2147,1,1.704,3.06,5.2115,0.0,15.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287665,Бендеры,Хомутяновка,улица Ползунова,49,3,district_Хомутяновка,5.1962,346.8,5.1962,1,1.679,3.095,5.193,0.0,14.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425211,Бендеры,Хомутяновка,улица Ползунова,50,3,district_Хомутяновка,5.1997,347.3,5.1997,1,1.707,3.046,5.1965,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287687,Бендеры,Хомутяновка,улица Ползунова,51,3,district_Хомутяновка,5.1811,344.6,5.1811,1,1.683,3.079,5.1779,0.0,13.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425210,Бендеры,Хомутяновка,улица Ползунова,52,3,district_Хомутяновка,5.1849,345.2,5.1849,1,1.709,3.033,5.1817,0.0,14.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287654,Бендеры,Хомутяновка,улица Ползунова,53,3,district_Хомутяновка,5.1674,342.7,5.1674,1,1.685,3.066,5.1642,0.0,14.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425209,Бендеры,Хомутяновка,улица Ползунова,54,3,district_Хомутяновка,5.1711,343.2,5.1711,1,1.713,3.02,5.1679,0.0,14.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287656,Бендеры,Хомутяновка,улица Ползунова,55,3,district_Хомутяновка,5.1546,340.8,5.1546,1,1.689,3.052,5.1514,0.0,13.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425208,Бендеры,Хомутяновка,улица Ползунова,56,3,district_Хомутяновка,5.1567,341.1,5.1567,1,1.718,3.001,5.1535,0.0,16.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416055,Бендеры,Хомутяновка,улица Ползунова,59,3,district_Хомутяновка,5.1405,342,5.1405,1,1.7,3.024,5.1373,0.0,13.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416076,Бендеры,Хомутяновка,улица Ползунова,61,3,district_Хомутяновка,5.1565,344.3,5.1565,1,1.704,3.027,5.1533,0.0,14.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193168,Бендеры,Хомутяновка,улица Ползунова,62,3,district_Хомутяновка,5.1508,343.5,5.1508,1,1.73,2.977,5.1476,0.0,14.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416019,Бендеры,Хомутяновка,улица Ползунова,63,3,district_Хомутяновка,5.0779,344.8,5.0779,1,1.707,2.975,5.0747,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193162,Бендеры,Хомутяновка,улица Ползунова,64,3,district_Хомутяновка,5.0824,345.5,5.0824,1,1.734,2.931,5.0792,0.0,14.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416024,Бендеры,Хомутяновка,улица Ползунова,65,3,district_Хомутяновка,5.064,342.8,5.064,1,1.711,2.96,5.0609,0.0,14.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193161,Бендеры,Хомутяновка,улица Ползунова,66,3,district_Хомутяновка,5.0684,343.5,5.0684,1,1.738,2.916,5.0652,0.0,14.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193151,Бендеры,Хомутяновка,улица Ползунова,68,3,district_Хомутяновка,5.0547,341.5,5.0547,1,1.762,2.869,5.0515,0.0,35.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416053,Бендеры,Хомутяновка,улица Ползунова,69,3,district_Хомутяновка,5.0339,338.5,5.0339,1,1.72,2.927,5.0308,0.0,14.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193136,Бендеры,Хомутяновка,улица Ползунова,70,3,district_Хомутяновка,5.0365,338.9,5.0365,1,1.75,2.878,5.0333,0.0,17.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416037,Бендеры,Хомутяновка,улица Ползунова,71,3,district_Хомутяновка,5.018,336.2,5.018,1,1.716,2.924,5.0148,0.0,23.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193137,Бендеры,Хомутяновка,улица Ползунова,72,3,district_Хомутяновка,5.0241,337.1,5.0241,1,1.753,2.866,5.0209,0.0,16.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416054,Бендеры,Хомутяновка,улица Ползунова,73,3,district_Хомутяновка,5.0051,334.3,5.0051,1,1.729,2.895,5.0019,0.0,14.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315425271,Бендеры,Хомутяновка,улица Ползунова,74,3,district_Хомутяновка,5.0096,335,5.0096,1,1.756,2.853,5.0064,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416073,Бендеры,Хомутяновка,улица Ползунова,75,3,district_Хомутяновка,4.9931,332.6,4.9931,1,1.73,2.885,4.9899,0.0,17.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315108395,Бендеры,Хомутяновка,улица Ползунова,76,3,district_Хомутяновка,4.9934,332.7,4.9934,1,1.769,2.823,4.9902,0.0,23.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287651,Бендеры,Хомутяновка,улица Ползунова,86,3,district_Хомутяновка,5.1228,320,5.1228,1,1.614,3.175,5.1199,0.0,25.7,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287673,Бендеры,Хомутяновка,улица Ползунова,88,3,district_Хомутяновка,5.1076,319.2,5.1076,1,1.614,3.166,5.1047,0.0,22.4,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352111747,Бендеры,Хомутяновка,улица Полоза,2,4,in_city_zone4;district_Хомутяновка,5.9276,424.3,5.9276,0,2.4,2.469,5.9233,0.0,24.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352111750,Бендеры,Хомутяновка,улица Полоза,2а,3,district_Хомутяновка,5.9127,422.2,5.9127,1,2.381,2.484,5.9084,0.0,8.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352265854,Бендеры,Хомутяновка,улица Полоза,3,4,in_city_zone4;district_Хомутяновка,5.9518,427.8,5.9518,0,2.418,2.462,5.9475,0.0,11.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91850337,Бендеры,Хомутяновка,улица Полоза,4,4,in_city_zone4;district_Хомутяновка,6.0384,447,6.0384,0,2.41,2.505,6.034,0.0,18.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352265855,Бендеры,Хомутяновка,улица Полоза,5,4,in_city_zone4;district_Хомутяновка,5.9675,430,5.9675,0,2.432,2.454,5.9632,0.0,11.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91850345,Бендеры,Хомутяновка,улица Полоза,6,4,in_city_zone4;district_Хомутяновка,6.0615,452.5,6.0615,0,2.389,2.538,6.0569,0.0,15.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287637,Бендеры,Хомутяновка,улица Полоза,8,4,in_city_zone4;district_Хомутяновка,6.1218,467,6.1218,0,2.421,2.529,6.1173,0.0,12.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352263829,Бендеры,Хомутяновка,улица Полоза,9,4,in_city_zone4;district_Хомутяновка,6.0095,436.1,6.0095,0,2.47,2.433,6.0051,0.0,10.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273564,Бендеры,Хомутяновка,улица Полоза,10,4,in_city_zone4;district_Хомутяновка,7.2199,549.8,6.6715,1,2.536,2.847,7.2143,0.0,56.9,residential,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w209287659,Бендеры,Хомутяновка,улица Полоза,10,4,in_city_zone4;district_Хомутяновка,6.1674,477.9,6.1674,0,2.44,2.528,6.1628,0.0,13.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352263828,Бендеры,Хомутяновка,улица Полоза,11,4,in_city_zone4;district_Хомутяновка,6.0242,438.2,6.0242,0,2.485,2.425,6.0197,0.0,10.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287667,Бендеры,Хомутяновка,улица Полоза,12,4,in_city_zone4;district_Хомутяновка,6.2089,487.9,6.2089,0,2.459,2.525,6.2043,0.0,12.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352263824,Бендеры,Хомутяновка,улица Полоза,13,4,in_city_zone4;district_Хомутяновка,6.0387,440.2,6.0387,0,2.498,2.417,6.0341,0.0,11.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287681,Бендеры,Хомутяновка,улица Полоза,14,4,in_city_zone4;district_Хомутяновка,6.0457,445,6.0457,0,2.461,2.456,6.0412,0.0,12.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352263822,Бендеры,Хомутяновка,улица Полоза,15,4,in_city_zone4;district_Хомутяновка,6.0563,442.8,6.0563,0,2.515,2.408,6.0517,0.0,13.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287660,Бендеры,Хомутяновка,улица Полоза,16,4,in_city_zone4;district_Хомутяновка,6.1222,463.4,6.1222,0,2.487,2.462,6.1177,0.0,13.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287693,Бендеры,Хомутяновка,улица Полоза,18,4,in_city_zone4;district_Хомутяновка,6.0876,449.5,6.0876,0,2.507,2.429,6.0831,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287671,Бендеры,Хомутяновка,улица Полоза,20,4,in_city_zone4;district_Хомутяновка,6.131,459.9,6.131,0,2.526,2.427,6.1264,0.0,14.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w407354366,Бендеры,Шёлковый,улица Пугачёва,1,4,in_city_zone4,5.3698,377.3,5.3698,1,4.364,1.23,5.3671,0.0,15.4,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354373,Бендеры,Шёлковый,улица Пугачёва,1,4,in_city_zone4,5.3812,379,5.3812,1,4.356,1.235,5.3784,0.0,8.6,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354364,Бендеры,Шёлковый,улица Пугачёва,2,4,in_city_zone4,5.3724,377.7,5.3724,1,4.335,1.239,5.3696,0.0,13.4,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354369,Бендеры,Шёлковый,улица Пугачёва,3,4,in_city_zone4,5.3495,374.4,5.3495,1,4.367,1.225,5.3468,0.0,15.6,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354362,Бендеры,Шёлковый,улица Пугачёва,4,4,in_city_zone4,5.3529,374.9,5.3529,1,4.338,1.234,5.3502,0.0,14.2,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354372,Бендеры,Шёлковый,улица Пугачёва,5,4,in_city_zone4,5.3287,371.4,5.3287,1,4.37,1.219,5.3261,0.0,13.9,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354361,Бендеры,Шёлковый,улица Пугачёва,6,4,in_city_zone4,5.3343,372.2,5.3343,1,4.342,1.228,5.3317,0.0,13.3,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354360,Бендеры,Шёлковый,улица Пугачёва,8,4,in_city_zone4,5.3137,369.2,5.3137,1,4.346,1.223,5.3111,0.0,14.7,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354377,Бендеры,Шёлковый,улица Пугачёва,9,4,in_city_zone4,5.2903,365.8,5.2903,1,4.382,1.207,5.2878,0.0,16.1,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w407354359,Бендеры,Шёлковый,улица Пугачёва,10,4,in_city_zone4,5.2941,366.4,5.2941,1,4.352,1.217,5.2916,0.0,13.7,residential,,ROUTE_CORRECT_ZONE_MODEL_REVIEW
w209654391,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2,3,district_Хомутяновка,5.2416,368.7,5.2416,1,1.396,3.754,5.2381,0.0,13.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209654392,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2,3,district_Хомутяновка,5.2045,359.8,5.2045,1,1.402,3.712,5.201,0.0,13.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w299629715,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2а/1,3,district_Хомутяновка,5.0946,369.2,5.0946,1,1.46,3.489,5.0911,0.0,17.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074741,Бендеры,Хомутяновка,улица Сергея Ревенялэ,3,3,district_Хомутяновка,5.2323,361.3,5.2323,1,1.371,3.817,5.2288,0.0,17.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074740,Бендеры,Хомутяновка,улица Сергея Ревенялэ,5,3,district_Хомутяновка,5.2172,354.2,5.2172,0,1.38,3.78,5.2137,0.0,16.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n4835050372,Бендеры,Хомутяновка,улица Сергея Ревенялэ,"6 кв. 3,4",3,district_Хомутяновка,5.3508,378.4,5.3508,1,1.381,3.873,5.3472,0.0,25.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074738,Бендеры,Хомутяновка,улица Сергея Ревенялэ,7,3,district_Хомутяновка,5.261,360.5,5.261,0,1.393,3.777,5.2574,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n4835050371,Бендеры,Хомутяновка,улица Сергея Ревенялэ,8 кв. 1,3,district_Хомутяновка,5.3581,380.8,5.3581,1,1.374,3.901,5.3546,0.0,15.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074736,Бендеры,Хомутяновка,улица Сергея Ревенялэ,9,3,district_Хомутяновка,5.1455,363.1,5.1455,0,1.405,3.663,5.1419,0.0,18.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074735,Бендеры,Хомутяновка,улица Сергея Ревенялэ,11,3,district_Хомутяновка,5.1245,360.1,5.1245,0,1.416,3.62,5.1209,0.0,15.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074727,Бендеры,Хомутяновка,улица Сергея Ревенялэ,13,3,district_Хомутяновка,5.0889,354.9,5.0889,0,1.43,3.559,5.0853,0.0,16.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053527,Бендеры,Хомутяновка,улица Спартака,1,3,district_Хомутяновка,5.7556,395,5.7556,1,1.949,2.953,5.7516,0.0,9.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053524,Бендеры,Хомутяновка,улица Спартака,3,3,district_Хомутяновка,5.7824,398.8,5.7824,1,1.976,2.927,5.7783,0.0,9.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053529,Бендеры,Хомутяновка,улица Спартака,4,3,district_Хомутяновка,5.7864,399.4,5.7864,1,1.978,2.925,5.7824,0.0,15.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053522,Бендеры,Хомутяновка,улица Спартака,5,3,district_Хомутяновка,5.8018,401.6,5.8018,1,1.995,2.908,5.7977,0.0,8.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053532,Бендеры,Хомутяновка,улица Спартака,6,3,district_Хомутяновка,5.8027,401.8,5.8027,1,1.995,2.909,5.7986,0.0,14.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053530,Бендеры,Хомутяновка,улица Спартака,8,3,district_Хомутяновка,5.8201,404.3,5.8201,1,2.012,2.893,5.816,0.0,14.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315807407,Бендеры,Хомутяновка,улица Спартака,17,3,district_Хомутяновка,5.4479,350.7,5.4479,1,1.641,3.319,5.4447,0.0,10.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316172927,Бендеры,Хомутяновка,улица Спартака,17,3,district_Хомутяновка,5.5417,364.2,5.5417,1,1.735,3.195,5.5383,0.0,12.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316645123,Бендеры,Хомутяновка,улица Спартака,18,3,district_Хомутяновка,5.4749,354.7,5.4749,1,1.668,3.282,5.4717,0.0,11.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315851328,Бендеры,Хомутяновка,улица Спартака,19,3,district_Хомутяновка,5.4427,349.9,5.4427,1,1.638,3.323,5.4396,0.0,13.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316645122,Бендеры,Хомутяновка,улица Спартака,19,3,district_Хомутяновка,5.5419,364.3,5.5419,1,1.736,3.192,5.5385,0.0,9.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316645118,Бендеры,Хомутяновка,улица Спартака,20,3,district_Хомутяновка,5.4754,354.7,5.4754,1,1.67,3.279,5.4722,0.0,9.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317053545,Бендеры,Хомутяновка,улица Спартака,25,3,district_Хомутяновка,5.7161,389.4,5.7161,1,1.909,2.995,5.7123,0.0,11.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316785297,Бендеры,Хомутяновка,улица Спартака,27,3,district_Хомутяновка,5.7157,389.3,5.7157,1,1.909,2.994,5.7118,0.0,8.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317051454,Бендеры,Хомутяновка,улица Спартака,28,3,district_Хомутяновка,5.5824,370,5.5824,1,1.775,3.145,5.5789,0.0,12.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317149184,Бендеры,Хомутяновка,улица Спартака,28,3,district_Хомутяновка,5.6823,384.5,5.6823,1,1.875,3.031,5.6785,0.0,17.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316785300,Бендеры,Хомутяновка,улица Спартака,29,3,district_Хомутяновка,5.7081,388.2,5.7081,1,1.902,3.001,5.7043,0.0,26.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316785289,Бендеры,Хомутяновка,улица Спартака,30,3,district_Хомутяновка,5.5817,369.9,5.5817,1,1.776,3.143,5.5782,0.0,11.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316785295,Бендеры,Хомутяновка,улица Спартака,30,3,district_Хомутяновка,5.6625,381.6,5.6625,1,1.856,3.051,5.6588,0.0,10.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w317051455,Бендеры,Хомутяновка,улица Спартака,31,3,district_Хомутяновка,5.6327,377.2,5.6327,1,1.825,3.086,5.6291,0.0,10.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w316785292,Бендеры,Хомутяновка,улица Спартака,33,3,district_Хомутяновка,5.6288,376.7,5.6288,1,1.823,3.088,5.6252,0.0,8.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416027,Бендеры,Хомутяновка,улица Спартака,54,3,district_Хомутяновка,5.4081,335.8,5.4081,1,1.579,3.425,5.4052,0.0,21.8,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416068,Бендеры,Хомутяновка,улица Спартака,56,3,district_Хомутяновка,5.3856,341.7,5.3856,1,1.579,3.411,5.3827,0.0,17.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416065,Бендеры,Хомутяновка,улица Спартака,58,3,district_Хомутяновка,5.3823,341.2,5.3823,1,1.578,3.411,5.3794,0.0,14.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416030,Бендеры,Хомутяновка,улица Спартака,60,3,district_Хомутяновка,5.334,331.7,5.334,1,1.579,3.378,5.331,0.0,19.1,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315851327,Бендеры,Хомутяновка,улица Спартака,62,3,district_Хомутяновка,5.3229,331.1,5.3229,1,1.583,3.364,5.32,0.0,21.6,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416039,Бендеры,Хомутяновка,улица Спартака,64,3,district_Хомутяновка,5.3052,330.1,5.3052,1,1.582,3.354,5.3023,0.0,19.3,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209416041,Бендеры,Хомутяновка,улица Спартака,66,3,district_Хомутяновка,5.2909,329.3,5.2909,1,1.585,3.339,5.288,0.0,21.0,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074728,Бендеры,Хомутяновка,улица Старого,2,3,district_Хомутяновка,5.084,348.1,5.084,1,1.419,3.582,5.0803,0.0,27.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209654292,Бендеры,Хомутяновка,улица Старого,2а,3,district_Хомутяновка,4.9699,339.2,4.9699,1,1.51,3.29,4.9665,0.0,22.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074726,Бендеры,Хомутяновка,улица Старого,2а,3,district_Хомутяновка,5.1769,369.7,5.1769,1,1.391,3.723,5.1731,0.0,19.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315193177,Бендеры,Хомутяновка,улица Старого,2а,3,district_Хомутяновка,5.0134,349.7,5.0134,1,1.486,3.373,5.01,0.0,21.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982100,Бендеры,Хомутяновка,улица Старого,3,3,district_Хомутяновка,5.0901,349,5.0901,1,1.452,3.506,5.0864,0.0,31.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618360,Бендеры,Хомутяновка,улица Старого,4,3,district_Хомутяновка,4.8079,309.2,4.8079,1,1.734,2.772,4.8048,0.0,25.2,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618358,Бендеры,Хомутяновка,улица Старого,6,3,district_Хомутяновка,4.8217,310.5,4.8217,1,1.748,2.759,4.8187,0.0,23.7,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618357,Бендеры,Хомутяновка,улица Старого,8,3,district_Хомутяновка,4.8359,311.8,4.8359,0,1.761,2.746,4.8327,0.0,23.1,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287632,Бендеры,Хомутяновка,улица Старого,9,3,district_Хомутяновка,4.8443,321.9,4.8443,1,1.776,2.727,4.8412,0.0,12.1,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618356,Бендеры,Хомутяновка,улица Старого,10,3,district_Хомутяновка,4.8492,313,4.8492,0,1.773,2.735,4.8461,0.0,22.9,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287679,Бендеры,Хомутяновка,улица Старого,11,3,district_Хомутяновка,4.7997,328.1,4.7997,1,1.828,2.625,4.7965,0.0,13.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w315618354,Бендеры,Хомутяновка,улица Старого,12,3,district_Хомутяновка,4.8622,314.2,4.8622,0,1.785,2.724,4.859,0.0,24.9,tertiary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
