uid,settlement_ru,district_ru,street_ru,housenumber,lat,lon,snap_distance_m,snapped_name,nearest_road_name,nearest_road_highway,nearest_road_dist_m
w223681290,Бендеры,Борисовка,улица Клары Цеткин,8а,46.83628,29.4702,16.1,,улица Клары Цеткин,residential,25.7
w223681142,Бендеры,Борисовка,улица Клары Цеткин,10,46.83695,29.47062,14.5,улица Клары Цеткин,улица Клары Цеткин,residential,18.9
w306219472,Бендеры,Борисовка,улица Клары Цеткин,10/5,46.83855,29.47286,16.4,улица Клары Цеткин,улица Клары Цеткин,residential,17.9
w336800599,Бендеры,Борисовка,улица Клары Цеткин,10/6,46.83871,29.47308,13.2,улица Клары Цеткин,улица Клары Цеткин,residential,19.2
w223680912,Бендеры,Борисовка,улица Клары Цеткин,12,46.83713,29.47081,18.8,улица Клары Цеткин,улица Клары Цеткин,residential,24.8
w306219464,Бендеры,Борисовка,улица Клары Цеткин,30,46.83896,29.47256,11.4,улица Клары Цеткин,улица Клары Цеткин,residential,14.7
w224340921,Бендеры,Борисовка,улица Клары Цеткин,32,46.83881,29.47393,77.9,улица Клары Цеткин,Бельцкая улица,tertiary,85.0
n2334331724,Бендеры,Борисовка,улица Клары Цеткин,56,46.83456,29.46902,18.6,улица Клары Цеткин,улица Клары Цеткин,residential,25.3
w326811190,Бендеры,Хомутяновка,улица Кошевого,1,46.82692,29.45134,20.2,улица Кошевого,улица Кошевого,residential,21.9
w352064501,Бендеры,Хомутяновка,улица Кошевого,1а,46.82713,29.45157,11.8,улица Кошевого,улица Кошевого,residential,12.8
w352265841,Бендеры,Хомутяновка,улица Кошевого,3,46.82666,29.45052,11.9,улица Кошевого,улица Кошевого,residential,11.6
w352111443,Бендеры,Хомутяновка,улица Кошевого,4,46.82773,29.45205,19.1,улица Кошевого,улица Кошевого,residential,22.4
w352265843,Бендеры,Хомутяновка,улица Кошевого,5,46.82659,29.45034,15.7,улица Кошевого,улица Кошевого,residential,15.8
w352111440,Бендеры,Хомутяновка,улица Кошевого,6,46.82758,29.45182,17.1,улица Кошевого,улица Кошевого,residential,19.1
w352265844,Бендеры,Хомутяновка,улица Кошевого,7,46.82659,29.45011,11.1,улица Кошевого,улица Кошевого,residential,11.2
w352111439,Бендеры,Хомутяновка,улица Кошевого,8,46.82748,29.45166,15.5,улица Кошевого,улица Кошевого,residential,17.3
w352265846,Бендеры,Хомутяновка,улица Кошевого,9,46.82651,29.44997,16.7,улица Кошевого,улица Кошевого,residential,17.2
w352111438,Бендеры,Хомутяновка,улица Кошевого,10,46.82743,29.45136,24.6,улица Кошевого,улица Кошевого,residential,27.5
w352111436,Бендеры,Хомутяновка,улица Кошевого,10а,46.82723,29.4511,18.4,улица Кошевого,улица Кошевого,residential,20.8
w326811191,Бендеры,Хомутяновка,улица Кошевого,14,46.82677,29.45091,14.1,улица Кошевого,улица Кошевого,residential,15.1
w352265852,Бендеры,Хомутяновка,улица Кошевого,14,46.82686,29.45017,16.6,улица Кошевого,улица Кошевого,residential,17.1
w352265853,Бендеры,Хомутяновка,улица Кошевого,16,46.82683,29.44992,18.6,улица Кошевого,улица Кошевого,residential,18.7
w352326939,Бендеры,Хомутяновка,улица Кошевого,38,46.82617,29.44816,13.1,улица Кошевого,улица Кошевого,residential,13.6
n2337889966,Бендеры,Хомутяновка,улица Кошевого,42,46.82637,29.44907,14.5,улица Кошевого,улица Кошевого,residential,14.8
w644316162,Бендеры,Хомутяновка,улица Крянгэ,1,46.82383,29.45494,16.5,улица Крянгэ,улица Крянгэ,tertiary,23.5
w318083428,Бендеры,Хомутяновка,улица Крянгэ,6,46.82369,29.45549,20.8,улица Крянгэ,улица Добродеева,residential,27.4
w318084710,Бендеры,Хомутяновка,улица Крянгэ,7,46.82518,29.45447,17.7,улица Крянгэ,улица Крянгэ,tertiary,25.5
w318083432,Бендеры,Хомутяновка,улица Крянгэ,8,46.82382,29.45541,18.1,улица Крянгэ,улица Крянгэ,tertiary,25.6
w318083433,Бендеры,Хомутяновка,улица Крянгэ,10,46.82397,29.45537,18.9,улица Крянгэ,улица Крянгэ,tertiary,26.7
w318083442,Бендеры,Хомутяновка,улица Крянгэ,12,46.82413,29.45537,22.9,улица Крянгэ,улица Крянгэ,tertiary,32.3
w209273571,Бендеры,Хомутяновка,улица Крянгэ,13,46.8259,29.45403,19.0,,Глинная улица,residential,45.9
w318083440,Бендеры,Хомутяновка,улица Крянгэ,14,46.82425,29.45528,19.2,улица Крянгэ,улица Крянгэ,tertiary,27.0
w91850334,Бендеры,Хомутяновка,улица Крянгэ,15,46.82632,29.45351,12.6,,улица Крянгэ,tertiary,85.1
w91850362,Бендеры,Хомутяновка,улица Крянгэ,17,46.82692,29.45367,16.3,,улица Крянгэ,tertiary,49.2
w319132158,Бендеры,Хомутяновка,улица Крянгэ,20,46.82481,29.45507,17.6,улица Крянгэ,улица Крянгэ,tertiary,24.9
w319133046,Бендеры,Хомутяновка,улица Крянгэ,22,46.82496,29.45504,19.0,улица Крянгэ,улица Крянгэ,tertiary,26.9
w319133048,Бендеры,Хомутяновка,улица Крянгэ,24,46.82512,29.45498,18.6,улица Крянгэ,улица Крянгэ,tertiary,26.2
