canonical_address,full_address_ru,display_address_ru,settlement_ru,district_ru,street_ru,housenumber,coordinate_spread_m,candidate_uid,lon,lat,expected_km,status,resolution,direct_export_eligible
парканы||улица благоева|35,"Парканы, улица Благоева, дом 35",улица Благоева,Парканы,,улица Благоева,35,177,n2457786476,29.51284,46.84169,4.287,disputed,owner_review_required,False
парканы||улица благоева|35,"Парканы, улица Благоева, дом 35",улица Благоева,Парканы,,улица Благоева,35,177,n2458454740,29.51051,46.84179,4.192,disputed,owner_review_required,False
парканы||улица благоева|37,"Парканы, улица Благоева, дом 37",улица Благоева,Парканы,,улица Благоева,37,179,n2457786477,29.51277,46.84186,4.306,disputed,owner_review_required,False
парканы||улица благоева|37,"Парканы, улица Благоева, дом 37",улица Благоева,Парканы,,улица Благоева,37,179,n2458454741,29.51042,46.84194,4.21,disputed,owner_review_required,False
парканы||улица благоева|39,"Парканы, улица Благоева, дом 39",улица Благоева,Парканы,,улица Благоева,39,177,n2457786478,29.51263,46.84213,4.339,disputed,owner_review_required,False
парканы||улица благоева|39,"Парканы, улица Благоева, дом 39",улица Благоева,Парканы,,улица Благоева,39,177,n2458454742,29.5103,46.84217,4.238,disputed,owner_review_required,False
парканы||улица благоева|41,"Парканы, улица Благоева, дом 41",улица Благоева,Парканы,,улица Благоева,41,175,n2457786479,29.5125,46.84234,4.364,disputed,owner_review_required,False
парканы||улица благоева|41,"Парканы, улица Благоева, дом 41",улица Благоева,Парканы,,улица Благоева,41,175,n2458454743,29.5102,46.84234,4.258,disputed,owner_review_required,False
парканы||улица благоева|43,"Парканы, улица Благоева, дом 43",улица Благоева,Парканы,,улица Благоева,43,176,n2457786480,29.51238,46.84252,4.385,disputed,owner_review_required,False
парканы||улица благоева|43,"Парканы, улица Благоева, дом 43",улица Благоева,Парканы,,улица Благоева,43,176,n2458454744,29.51007,46.84255,4.943,disputed,owner_review_required,False
парканы||улица благоева|45,"Парканы, улица Благоева, дом 45",улица Благоева,Парканы,,улица Благоева,45,182,n2457786481,29.5123,46.84272,4.409,disputed,owner_review_required,False
парканы||улица благоева|45,"Парканы, улица Благоева, дом 45",улица Благоева,Парканы,,улица Благоева,45,182,n2458454745,29.5099,46.84276,4.916,disputed,owner_review_required,False
парканы||улица петра николаева|99,"Парканы, улица Петра Николаева, дом 99",улица Петра Николаева,Парканы,,улица Петра Николаева,99,295,n2457994837,29.50748,46.84843,5.15,disputed,owner_review_required,False
парканы||улица петра николаева|99,"Парканы, улица Петра Николаева, дом 99",улица Петра Николаева,Парканы,,улица Петра Николаева,99,295,n2459721985,29.50382,46.85109,5.863,disputed,owner_review_required,False
парканы||улица петра николаева|99,"Парканы, улица Петра Николаева, дом 99",улица Петра Николаева,Парканы,,улица Петра Николаева,99,295,n5653834430,29.50709,46.84877,5.197,disputed,owner_review_required,False
парканы||улица петра николаева|101,"Парканы, улица Петра Николаева, дом 101",улица Петра Николаева,Парканы,,улица Петра Николаева,101,261,n2457994842,29.50711,46.8489,5.209,disputed,owner_review_required,False
парканы||улица петра николаева|101,"Парканы, улица Петра Николаева, дом 101",улица Петра Николаева,Парканы,,улица Петра Николаева,101,261,n2459721988,29.50376,46.85125,5.845,disputed,owner_review_required,False
парканы||улица петра николаева|103,"Парканы, улица Петра Николаева, дом 103",улица Петра Николаева,Парканы,,улица Петра Николаева,103,258,n2457994847,29.50694,46.84906,5.23,disputed,owner_review_required,False
парканы||улица петра николаева|103,"Парканы, улица Петра Николаева, дом 103",улица Петра Николаева,Парканы,,улица Петра Николаева,103,258,n2459721991,29.50372,46.85138,5.83,disputed,owner_review_required,False
