uid,osm_type,osm_id,unit_type,settlement,street_ru,housenumber,tier,lon,lat,weight,expected_km,expected_min,central_km,central_min,bam_km,bam_min,worst_origin_km,band_k4,band_k5
w694714147,w,694714147,unaddressed_residential_building,bender_core,улица Сергея Лазо,,A,29.48529,46.82287,0.5,0.793,1.223,0.479,0.792,3.1376,4.318,3.138,1,1
w1224050978,w,1224050978,unaddressed_residential_building,bender_core,Московская улица,,A,29.48305,46.82108,0.5,0.794,1.246,0.501,0.838,3.1601,4.365,3.16,1,1
w160140725,w,160140725,addressed_residential_building,bender_core,улица Ленина,23б,A,29.48557,46.82246,1.0,0.795,1.321,0.481,0.89,3.1393,4.417,3.139,1,1
w256218361,w,256218361,addressed_residential_building,bender_core,Коммунистическая улица,25,A,29.48005,46.82711,1.0,0.795,1.029,0.524,0.645,2.8981,3.965,2.898,1,1
w289102423,w,289102423,addressed_residential_building,bender_core,улица Калинина,58,A,29.47921,46.8224,1.0,0.795,1.433,0.494,1.058,3.428,4.652,3.428,1,1
w302375150,w,302375150,unaddressed_residential_building,bender_core,улица Калинина,,A,29.4789,46.82247,0.5,0.795,1.433,0.494,1.058,3.4279,4.652,3.428,1,1
w462724904,w,462724904,unaddressed_residential_building,bender_core,улица Калинина,,A,29.48019,46.82217,0.5,0.796,1.437,0.496,1.063,3.4258,4.647,3.426,1,1
w290334286,w,290334286,addressed_residential_building,bender_core,Московская улица,32/2,A,29.48334,46.82058,1.0,0.798,1.105,0.506,0.697,3.1643,4.223,3.164,1,1
w256218362,w,256218362,addressed_residential_building,bender_core,Коммунистическая улица,27,A,29.48029,46.82711,1.0,0.799,1.034,0.529,0.652,2.8931,3.958,2.893,1,1
w319155286,w,319155286,unaddressed_residential_building,bender_core,Советская улица,,A,29.48163,46.82062,0.5,0.799,1.001,0.506,0.587,3.1649,4.113,3.165,1,1
w290295842,w,290295842,addressed_residential_building,bender_core,Московская улица,79,A,29.48265,46.82038,1.0,0.8,1.003,0.507,0.588,3.166,4.115,3.166,1,1
w295020171,w,295020171,addressed_residential_building,bender_core,Коммунистическая улица,48,A,29.47911,46.82737,1.0,0.8,1.036,0.531,0.653,2.8914,3.957,2.891,1,1
w290295833,w,290295833,unaddressed_residential_building,bender_core,Московская улица,,A,29.48183,46.82055,0.5,0.801,1.005,0.509,0.59,3.1673,4.117,3.167,1,1
w161068049,w,161068049,addressed_residential_building,bender_core,улица Ленина,13,A,29.47901,46.82425,1.0,0.802,1.226,0.513,0.835,3.2817,4.512,3.282,1,1
w806228939,w,806228939,addressed_residential_building,bender_core,улица Кирова,57/3,A,29.47761,46.82616,1.0,0.802,1.1,0.495,0.665,3.264,4.49,3.264,1,1
w700800258,w,700800258,unaddressed_residential_building,bender_core,Московская улица,,A,29.48338,46.82048,0.5,0.805,1.115,0.513,0.707,3.1714,4.233,3.171,1,1
w285073250,w,285073250,addressed_residential_building,bender_core,улица Калинина,47,A,29.4798,46.82213,1.0,0.806,1.46,0.51,1.097,3.4118,4.613,3.412,1,1
w256218360,w,256218360,addressed_residential_building,bender_core,Коммунистическая улица,23,A,29.48016,46.82723,1.0,0.807,1.042,0.539,0.662,2.8831,3.948,2.883,1,1
w290326324,w,290326324,addressed_residential_building,bender_core,Московская улица,41,A,29.48176,46.82159,1.0,0.807,1.077,0.525,0.682,3.1839,4.208,3.184,1,1
w319151371,w,319151371,addressed_residential_building,bender_core,Московская улица,44,A,29.48207,46.82044,1.0,0.807,1.011,0.515,0.597,3.1736,4.123,3.174,1,1
w323015623,w,323015623,addressed_residential_building,bender_core,Московская улица,30,A,29.4815,46.82103,1.0,0.807,1.075,0.525,0.68,3.1832,4.207,3.183,1,1
w295020172,w,295020172,addressed_residential_building,bender_core,Коммунистическая улица,46,A,29.47926,46.82745,1.0,0.809,1.045,0.542,0.665,2.8804,3.945,2.88,1,1
w704779463,w,704779463,unaddressed_residential_building,bender_core,Московская улица,,A,29.48167,46.82153,0.5,0.811,1.082,0.53,0.688,3.1885,4.215,3.188,1,1
w691979204,w,691979204,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48057,46.8272,0.5,0.812,1.048,0.545,0.668,2.8769,3.942,2.877,1,1
w211496775,w,211496775,addressed_residential_building,bender_core,улица Калинина,43,A,29.4791,46.82217,1.0,0.813,1.479,0.521,1.123,3.401,4.587,3.401,1,1
n6560452192,n,6560452192,standalone_address_node,bender_core,улица Сергея Лазо,11-12,A,29.4855,46.82301,1.0,0.814,1.246,0.499,0.815,3.1582,4.342,3.158,1,1
w288717205,w,288717205,addressed_residential_building,bender_core,Московская улица,81,A,29.48271,46.82023,1.0,0.814,1.018,0.521,0.603,3.18,4.13,3.18,1,1
w290334287,w,290334287,addressed_residential_building,bender_core,Московская улица,32,A,29.48353,46.82053,1.0,0.814,1.128,0.521,0.72,3.18,4.247,3.18,1,1
w256218366,w,256218366,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48029,46.8273,0.5,0.816,1.052,0.55,0.673,2.8723,3.937,2.874,1,1
w290295829,w,290295829,addressed_residential_building,bender_core,Московская улица,49,A,29.48156,46.82148,1.0,0.817,1.091,0.536,0.698,3.1948,4.225,3.195,1,1
w290295832,w,290295832,unaddressed_residential_building,bender_core,Советская улица,,A,29.4816,46.82045,0.5,0.817,1.021,0.524,0.607,3.1828,4.133,3.183,1,1
w295020173,w,295020173,addressed_residential_building,bender_core,Коммунистическая улица,44,A,29.47955,46.82748,1.0,0.818,1.055,0.552,0.677,2.8703,3.933,2.876,1,1
w450633603,w,450633603,unaddressed_residential_building,bender_core,улица Сергея Лазо,,A,29.48518,46.82314,0.5,0.819,1.251,0.505,0.82,3.1634,4.347,3.163,1,1
w333964343,w,333964343,unaddressed_residential_building,bender_core,улица Сергея Лазо,,A,29.48502,46.82319,0.5,0.82,1.253,0.506,0.822,3.1644,4.348,3.164,1,1
w256218363,w,256218363,addressed_residential_building,bender_core,Коммунистическая улица,21,A,29.48011,46.8274,1.0,0.821,1.057,0.556,0.68,2.8659,3.93,2.88,1,1
w286137903,w,286137903,addressed_residential_building,bender_core,улица Кирова,55,A,29.4777,46.82632,1.0,0.821,1.145,0.514,0.71,3.2831,4.535,3.283,1,1
w295020176,w,295020176,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47925,46.82759,0.5,0.822,1.059,0.557,0.682,2.8654,3.928,2.881,1,1
w256218365,w,256218365,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48031,46.8274,0.5,0.825,1.062,0.561,0.685,2.8612,3.925,2.885,1,1
w295123481,w,295123481,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48082,46.82734,0.5,0.829,1.066,0.565,0.69,2.8568,3.92,2.889,1,1
w704782166,w,704782166,unaddressed_residential_building,bender_core,Московская улица,,A,29.48133,46.82142,0.5,0.829,1.109,0.55,0.718,3.2089,4.245,3.209,1,1
w295020174,w,295020174,addressed_residential_building,bender_core,Коммунистическая улица,42,A,29.47964,46.82761,1.0,0.831,1.068,0.568,0.693,2.8544,3.917,2.892,1,1
w317095596,w,317095596,unaddressed_residential_building,bender_core,улица Ленина,,A,29.47949,46.82434,0.5,0.831,1.296,0.542,0.905,3.3106,4.582,3.311,1,1
w707629968,w,707629968,unaddressed_residential_building,bender_core,улица Ленина,,A,29.47909,46.82377,0.5,0.831,1.296,0.542,0.905,3.3106,4.582,3.311,1,1
w256218364,w,256218364,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48017,46.82753,0.5,0.834,1.071,0.571,0.697,2.8508,3.913,2.895,1,1
w286137906,w,286137906,addressed_residential_building,bender_core,улица Кирова,53,A,29.47795,46.8264,1.0,0.835,1.18,0.529,0.745,3.2973,4.57,3.297,1,1
w290334289,w,290334289,addressed_residential_building,bender_core,Московская улица,60,A,29.48382,46.82051,1.0,0.835,1.16,0.542,0.752,3.201,4.278,3.201,1,1
w757851054,w,757851054,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47946,46.8277,0.5,0.835,1.074,0.573,0.7,2.8489,3.91,2.897,1,1
w700791197,w,700791197,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48033,46.82754,0.5,0.837,1.075,0.575,0.702,2.8469,3.908,2.899,1,1
w290334290,w,290334290,addressed_residential_building,bender_core,Московская улица,62,A,29.48379,46.82039,1.0,0.838,1.165,0.545,0.757,3.204,4.283,3.204,1,1
w352767283,w,352767283,addressed_residential_building,bender_core,Коммунистическая улица,78,A,29.47773,46.82356,1.0,0.838,1.142,0.559,0.762,3.3281,4.438,3.328,1,1
w295020177,w,295020177,addressed_residential_building,bender_core,Коммунистическая улица,40,A,29.47968,46.82773,1.0,0.841,1.081,0.581,0.708,2.8413,3.902,2.905,1,1
w707629283,w,707629283,unaddressed_residential_building,bender_core,улица Кирова,,A,29.47801,46.82644,0.5,0.841,1.194,0.535,0.758,3.3034,4.583,3.303,1,1
w160140723,w,160140723,addressed_residential_building,bender_core,улица Ленина,25а,A,29.48619,46.82237,1.0,0.842,1.515,0.528,1.083,3.1869,4.61,3.187,1,1
w318087209,w,318087209,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.48057,46.82755,0.5,0.842,1.081,0.582,0.708,2.8402,3.902,2.906,1,1
w286134134,w,286134134,addressed_residential_building,bender_core,Коммунистическая улица,65,A,29.47848,46.8235,1.0,0.845,1.32,0.564,0.94,3.3329,4.617,3.333,1,1
w289102411,w,289102411,addressed_residential_building,bender_core,Коммунистическая улица,67,A,29.47837,46.82334,1.0,0.845,1.149,0.568,0.77,3.3369,4.447,3.337,1,1
w160140720,w,160140720,addressed_residential_building,bender_core,улица Ленина,23а,A,29.48566,46.82213,1.0,0.848,1.57,0.534,1.138,3.1924,4.665,3.192,1,1
w256218367,w,256218367,addressed_residential_building,bender_core,Коммунистическая улица,19,A,29.48033,46.82766,1.0,0.848,1.088,0.589,0.717,2.833,3.893,2.913,1,1
w164987755,w,164987755,addressed_residential_building,bender_core,улица Ленина,63,A,29.47867,46.82384,1.0,0.849,1.334,0.567,0.953,3.3362,4.63,3.336,1,1
w293715052,w,293715052,unaddressed_residential_building,bender_core,улица Кирова,,A,29.47818,46.82648,0.5,0.849,1.215,0.543,0.78,3.3119,4.605,3.312,1,1
w288717194,w,288717194,addressed_residential_building,bender_core,Комсомольская улица,85,A,29.48251,46.81993,1.0,0.85,1.056,0.558,0.642,3.2164,4.168,3.216,1,1
w295020178,w,295020178,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47956,46.82786,0.5,0.851,1.09,0.593,0.72,2.8295,3.89,2.916,1,1
w289100567,w,289100567,addressed_residential_building,bender_core,Коммунистическая улица,80,A,29.47751,46.82344,1.0,0.853,1.158,0.577,0.78,3.3452,4.457,3.345,1,1
w700791196,w,700791196,unaddressed_residential_building,bender_core,улица Кирова,,A,29.47834,46.82648,0.5,0.853,1.222,0.546,0.787,3.3151,4.612,3.315,1,1
w295020187,w,295020187,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47927,46.82797,0.5,0.855,1.094,0.598,0.725,2.8246,3.885,2.921,1,1
w286137907,w,286137907,addressed_residential_building,bender_core,улица Кирова,51,A,29.47789,46.82661,1.0,0.856,1.23,0.549,0.795,3.3182,4.62,3.318,1,1
w295020186,w,295020186,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47919,46.828,0.5,0.856,1.096,0.599,0.727,2.8233,3.883,2.923,1,1
w160140431,w,160140431,addressed_residential_building,bender_core,Московская улица,59,A,29.48369,46.82095,1.0,0.857,1.541,0.564,1.133,3.2229,4.66,3.223,1,1
w295020179,w,295020179,addressed_residential_building,bender_core,Коммунистическая улица,38,A,29.47974,46.82792,1.0,0.86,1.1,0.603,0.732,2.8191,3.878,2.927,1,1
w701058039,w,701058039,unaddressed_residential_building,bender_core,улица Кирова,,A,29.47826,46.82658,0.5,0.861,1.244,0.555,0.808,3.3237,4.633,3.324,1,1
w160140427,w,160140427,addressed_residential_building,bender_core,Московская улица,59,A,29.48335,46.82167,1.0,0.862,1.521,0.57,1.113,3.2285,4.64,3.228,1,1
w289102417,w,289102417,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47862,46.8231,0.5,0.862,1.169,0.588,0.792,3.3563,4.468,3.356,1,1
n2323051105,n,2323051105,addressed_residential_building,bender_core,улица Калинина,49,A,29.47929,46.82158,1.0,0.863,1.601,0.579,1.263,3.4017,4.66,3.402,1,1
w289102416,w,289102416,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47838,46.82315,0.5,0.863,1.169,0.588,0.792,3.3569,4.468,3.357,1,1
w256218368,w,256218368,addressed_residential_building,bender_core,Коммунистическая улица,17,A,29.48034,46.82784,1.0,0.864,1.105,0.608,0.738,2.8138,3.872,2.932,1,1
w285073252,w,285073252,addressed_residential_building,bender_core,улица Калинина,24,A,29.47948,46.82154,1.0,0.864,1.601,0.58,1.263,3.402,4.66,3.402,1,1
w355098310,w,355098310,unaddressed_residential_building,bender_core,улица Ленина,,A,29.48614,46.82227,0.5,0.864,1.638,0.55,1.207,3.209,4.733,3.209,1,1
w289102412,w,289102412,addressed_residential_building,bender_core,Коммунистическая улица,69,A,29.47824,46.82316,1.0,0.865,1.171,0.59,0.795,3.3587,4.472,3.359,1,1
w289102408,w,289102408,addressed_residential_building,bender_core,Коммунистическая улица,82,A,29.47749,46.82329,1.0,0.867,1.174,0.593,0.798,3.362,4.475,3.362,1,1
w289102427,w,289102427,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47868,46.8233,0.5,0.867,1.405,0.585,1.025,3.3541,4.702,3.354,1,1
w317094977,w,317094977,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47863,46.82319,0.5,0.867,1.407,0.585,1.027,3.3542,4.703,3.354,1,1
w164988233,w,164988233,addressed_residential_building,bender_core,улица Калинина,60,A,29.47889,46.82162,1.0,0.868,1.612,0.584,1.275,3.4064,4.672,3.406,1,1
w295020180,w,295020180,addressed_residential_building,bender_core,Коммунистическая улица,36,A,29.47973,46.82803,1.0,0.868,1.109,0.614,0.743,2.8083,3.867,2.938,1,1
w160140722,w,160140722,addressed_residential_building,bender_core,улица Сергея Лазо,20,A,29.48643,46.82282,1.0,0.869,1.543,0.554,1.112,3.213,4.638,3.213,1,1
w288717196,w,288717196,addressed_residential_building,bender_core,Комсомольская улица,87,A,29.48234,46.81978,1.0,0.87,1.078,0.577,0.663,3.2361,4.19,3.236,1,1
w286138472,w,286138472,addressed_residential_building,bender_core,улица Кирова,49,A,29.47798,46.82675,1.0,0.874,1.272,0.567,0.837,3.3361,4.662,3.336,1,1
w286138473,w,286138473,unaddressed_residential_building,bender_core,улица Кирова,,A,29.47831,46.82669,0.5,0.875,1.275,0.568,0.84,3.3371,4.665,3.337,1,1
w295020181,w,295020181,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47968,46.82811,0.5,0.875,1.116,0.621,0.752,2.8008,3.858,2.945,1,1
w704801760,w,704801760,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47843,46.82301,0.5,0.875,1.183,0.602,0.808,3.3707,4.485,3.371,1,1
w717128122,w,717128122,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47854,46.82299,0.5,0.875,1.182,0.602,0.807,3.3705,4.483,3.37,1,1
w224502653,w,224502653,addressed_residential_building,bender_core,Московская улица,28,A,29.48053,46.82132,1.0,0.876,1.178,0.604,0.797,3.2623,4.323,3.262,1,1
w295020182,w,295020182,addressed_residential_building,bender_core,Коммунистическая улица,34,A,29.47979,46.82816,1.0,0.881,1.124,0.63,0.762,2.7924,3.848,2.954,1,1
w318264951,w,318264951,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47886,46.82326,0.5,0.881,1.462,0.599,1.082,3.3681,4.758,3.368,1,1
w289102409,w,289102409,addressed_residential_building,bender_core,Коммунистическая улица,84,A,29.4773,46.82317,1.0,0.882,1.191,0.61,0.817,3.3786,4.493,3.379,1,1
w289102413,w,289102413,addressed_residential_building,bender_core,Коммунистическая улица,71,A,29.47839,46.82294,1.0,0.882,1.189,0.61,0.815,3.3783,4.492,3.378,1,1
w305228149,w,305228149,unaddressed_residential_building,bender_core,Коммунистическая улица,,A,29.47893,46.82339,0.5,0.882,1.465,0.6,1.085,3.3692,4.762,3.369,1,1
