address_id,address_release_version,territory,district,street,house_number,destination_lat,destination_lon,router_status,router_distance_km,router_duration_min,straight_line_km,detour_factor,snapped_origin_lat,snapped_origin_lon,origin_snap_distance_m,snapped_destination_lat,snapped_destination_lon,destination_snap_distance_m,router_main_streets,route_node_count,route_first_nodes,route_last_nodes,terminal_node_signature,corridor_signature,bridge_or_rail,uturn,route_geometry_hash,probable_anomaly,anomaly_severity,owner_review_required
n2321749392,1.1.0,Гиска,,улица Суворова,46,46.79295,29.45712,ROUTABLE,5.0287,5.755,3.9683,1.267,46.8241540,29.4833040,33.23,46.7928460,29.4571370,11.63,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Суворова,111,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499370;2616622555;596499371;596499373;2321403925;2613881306;2321403930;2625085354,6dfd0da3b4a2d2d2de5e,043fe2da0e8612eeb994,NONE_OBSERVED,NO,d81c4283bf1d803a71094f402080da7e5f1a8efa58438e5c1817a8e599638d13,NONE,NONE,False
n2321749393,1.1.0,Гиска,,улица Суворова,23,46.79257,29.4577,ROUTABLE,5.0681,5.798,3.9833,1.272,46.8241540,29.4833040,33.23,46.7928870,29.4576490,35.45,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Суворова,112,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2616622555;596499371;596499373;2321403925;2613881306;2321403930;2625085354;2321403933,6dfd0da3b4a2d2d2de5e,043fe2da0e8612eeb994,NONE_OBSERVED,NO,c6cc90e70c539ba8c4a0d3b7ade87bcc2f4e89f2941922b0ef1b5d9a7442f6dd,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749394,1.1.0,Гиска,,улица Суворова,34,46.79309,29.45901,ROUTABLE,5.1734,5.912,3.8848,1.332,46.8241540,29.4833040,33.23,46.7929850,29.4590200,11.70,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Суворова,114,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499373;2321403925;2613881306;2321403930;2625085354;2321403933;2321403936;2321403939,6dfd0da3b4a2d2d2de5e,043fe2da0e8612eeb994,NONE_OBSERVED,NO,33ba8649acd658c7d8da5c7409c8f3b76b68c9bbbdbca6f0d051c7b467101b17,NONE,NONE,False
n2321749401,1.1.0,Гиска,,улица Интернационалистов,8,46.79203,29.45019,ROUTABLE,4.8161,6.042,4.3391,1.110,46.8241540,29.4833040,33.23,46.7920320,29.4499960,14.82,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Интернациональная,113,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499371;596499373;2321403925;2613880259;2321468036;2325592317;2325592318;2325592319,9e305547247f1fa93549,0e3c34c5a91dacba02cf,NONE_OBSERVED,NO,f3b497591171f36bb657e751e0872138e5e9169da435821d7c33b29ab58842b7,NONE,NONE,False
n2321749410,1.1.0,Гиска,,улица Ленина,21,46.79099,29.45131,ROUTABLE,4.7944,5.382,4.3863,1.093,46.8241540,29.4833040,33.23,46.7911520,29.4509020,35.99,улица Сергея Лазо; Коммунистическая улица; улица Ленина,112,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2616622555;596499371;596499373;2321403925;2613880259;2321468036;346864383;2613880260,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,866a9d1799c42e48a682621b9511ac5033718056e68513654208353f2b84b549,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749411,1.1.0,Гиска,,улица Ленина,47,46.78877,29.44952,ROUTABLE,5.0816,5.695,4.6675,1.089,46.8241540,29.4833040,33.23,46.7888880,29.4490970,34.87,улица Сергея Лазо; Коммунистическая улица; улица Ленина,116,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2613880259;2321468036;346864383;2613880260;596499342;2613880261;596499343;2321469092,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,461a2a54e1c81d32ef07584f4b6b2480e95262c5c8b8139739ab17fd8104f5ff,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749412,1.1.0,Гиска,,улица Ленина,49,46.788,29.44903,ROUTABLE,5.1762,5.800,4.7596,1.088,46.8241540,29.4833040,33.23,46.7880980,29.4486370,31.93,улица Сергея Лазо; Коммунистическая улица; улица Ленина,117,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321468036;346864383;2613880260;596499342;2613880261;596499343;2321469092;346864378,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,a9f3193c7578c738ad6e1b08083c2887a0009ffd42c284cd33f888de04d2765d,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749413,1.1.0,Гиска,,улица Гоголя,1,46.78855,29.44965,ROUTABLE,5.2298,6.182,4.6826,1.117,46.8241540,29.4833040,33.23,46.7884380,29.4497040,13.12,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Гоголя,118,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864383;2613880260;596499342;2613880261;596499343;2321469092;4433132086;2321469093,382e4734496253de3bfe,c6a27b26d89568217189,NONE_OBSERVED,NO,701cf1a16ccee3534148031dce9ff5323eab863dbff9c3f7222912e44479e320,NONE,NONE,False
n2321749414,1.1.0,Гиска,,улица Гоголя,9,46.78873,29.45073,ROUTABLE,5.3144,6.498,4.6214,1.150,46.8241540,29.4833040,33.23,46.7886760,29.4507560,6.32,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Гоголя,118,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864383;2613880260;596499342;2613880261;596499343;2321469092;4433132086;2321469093,382e4734496253de3bfe,c6a27b26d89568217189,NONE_OBSERVED,NO,a02ccb7507bb25c95a097481be378129976ac7f64afde6907d09420689de8784,NONE,NONE,False
n2321749415,1.1.0,Гиска,,улица Гоголя,2,46.78814,29.44956,ROUTABLE,5.2122,6.115,4.7246,1.103,46.8241540,29.4833040,33.23,46.7883910,29.4494850,28.48,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Гоголя,117,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321468036;346864383;2613880260;596499342;2613880261;596499343;2321469092;4433132086,382e4734496253de3bfe,c6a27b26d89568217189,NONE_OBSERVED,NO,253ae36ac4ef2d649b7e8afdeb1c635a742a77be2831bfd99d1a37782e9a1bea,NONE,NONE,False
n2321749416,1.1.0,Гиска,,улица Гоголя,16,46.78841,29.45076,ROUTABLE,5.3054,6.465,4.6503,1.141,46.8241540,29.4833040,33.23,46.7886510,29.4506440,28.22,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Гоголя,118,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864383;2613880260;596499342;2613880261;596499343;2321469092;4433132086;2321469093,382e4734496253de3bfe,c6a27b26d89568217189,NONE_OBSERVED,NO,d18a57928131b77dd8c4f9cdc8ba9a86ce3cfe0b8521a779b2ea1cc873f48cd4,NONE,NONE,False
n2321749417,1.1.0,Гиска,,улица Гоголя,11,46.78847,29.45147,ROUTABLE,5.4059,6.913,4.6162,1.171,46.8241540,29.4833040,33.23,46.7883930,29.4515430,10.22,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Гоголя,122,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499343;2321469092;4433132086;2321469093;6818307294;2321469091;2321469135;2321430769,382e4734496253de3bfe,c6a27b26d89568217189,NONE_OBSERVED,NO,99352deb551a23f12f10576a131c509cddda6d82a8e159c5da762eab33f98b89,NONE,NONE,False
n2321749418,1.1.0,Гиска,,улица Гоголя,59,46.79076,29.45722,ROUTABLE,5.4940,6.748,4.1775,1.315,46.8241540,29.4833040,33.23,46.7906970,29.4572720,8.05,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Суворова; переулок Суворова; улица Гоголя,118,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2625085354;2321403933;2321403936;2321403939;2321424012;2321424840;2321424841;2321430770,a840cf1fb4e06f0a0220,a117266018712374470b,NONE_OBSERVED,NO,3a670a21001df97eb9bff13e8c6e64b134bf61cc5ca98da44e89c12298386228,LOCAL_CORRIDOR_DISCONTINUITY;UNIQUE_TERMINAL_BRANCH,HIGH,True
n2321749419,1.1.0,Гиска,,Молодёжная улица,1,46.78731,29.44941,ROUTABLE,5.4060,6.307,4.8086,1.124,46.8241540,29.4833040,33.23,46.7872420,29.4494360,7.82,улица Сергея Лазо; Коммунистическая улица; улица Ленина; Молодёжная улица,119,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2613880260;596499342;2613880261;596499343;2321469092;346864378;4433133753;2321469134,6dee4e086da7e289fc1b,108b922296d10e615f33,NONE_OBSERVED,NO,b45f371ee327238b78a7ef93be3a6020e7691b51d336f7fc8b84579368e3b823,NONE,NONE,False
n2321749420,1.1.0,Гиска,,Молодёжная улица,19,46.78775,29.45124,ROUTABLE,5.5564,6.668,4.6937,1.184,46.8241540,29.4833040,33.23,46.7876510,29.4513110,12.27,улица Сергея Лазо; Коммунистическая улица; улица Ленина; Молодёжная улица,122,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499343;2321469092;346864378;4433133753;2321469134;4433133754;4433133755;2321431778,6dee4e086da7e289fc1b,108b922296d10e615f33,NONE_OBSERVED,NO,77776cb2a31be379b896b7c6b66d4cfccff089e7be5a9a0670bc8c001647e091,NONE,NONE,False
n2321749421,1.1.0,Гиска,,Молодёжная улица,2,46.78697,29.44944,ROUTABLE,5.3988,6.290,4.8394,1.116,46.8241540,29.4833040,33.23,46.7872260,29.4493440,29.39,улица Сергея Лазо; Коммунистическая улица; улица Ленина; Молодёжная улица,119,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2613880260;596499342;2613880261;596499343;2321469092;346864378;4433133753;2321469134,6dee4e086da7e289fc1b,108b922296d10e615f33,NONE_OBSERVED,NO,52fe908864de5fe30b55fe8fc5ef84858190aefcc31de0db11e379220a183086,NONE,NONE,False
n2321749422,1.1.0,Гиска,,Молодёжная улица,21,46.78798,29.45183,ROUTABLE,5.6095,6.797,4.6487,1.207,46.8241540,29.4833040,33.23,46.7878810,29.4519200,12.98,улица Сергея Лазо; Коммунистическая улица; улица Ленина; Молодёжная улица,123,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321469092;346864378;4433133753;2321469134;4433133754;4433133755;2321431778;2321431168,6dee4e086da7e289fc1b,108b922296d10e615f33,NONE_OBSERVED,NO,3b8f9f6999d02b18f72aa920f0e694404340ade46c91b0c88184b9608f670043,NONE,NONE,False
n2321749424,1.1.0,Гиска,,Молодёжная улица,48,46.78974,29.45634,ROUTABLE,5.6228,7.058,4.3091,1.305,46.8241540,29.4833040,33.23,46.7897550,29.4563270,1.94,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Суворова; переулок Суворова; Молодёжная улица,119,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321403933;2321403936;2321403939;2321424012;2321424840;2321424841;2321431168;2321431778,cb98872b4b4955b44bb7,a117266018712374470b,NONE_OBSERVED,NO,2d2d6e42c2e854ee44bbfa229f74432e74ac3466031b9a26380934e0048454e2,NONE,NONE,False
n2321749428,1.1.0,Гиска,,переулок Мира,8,46.78878,29.45778,ROUTABLE,6.4657,7.905,4.3538,1.485,46.8241540,29.4833040,33.23,46.7888930,29.4577490,12.78,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира; переулок Мира,132,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,5624992148;4433097469;2321433513;2321434271;2321433512;2321432555;2321432033;2321432034,845bf95a7ba45db8dfd8,a6f7f425ed1c69a4e2f7,NONE_OBSERVED,NO,45e4f6c903413e1680e722866e065ab7503546dced0d3af6e197717bd7a9fd3e,ROBUST_HIGH_DETOUR_FACTOR,HIGH,True
n2321749430,1.1.0,Гиска,,улица Ленина,58,46.7882,29.44847,ROUTABLE,5.1699,5.793,4.7644,1.085,46.8241540,29.4833040,33.23,46.7881510,29.4486650,15.86,улица Сергея Лазо; Коммунистическая улица; улица Ленина,117,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321468036;346864383;2613880260;596499342;2613880261;596499343;2321469092;346864378,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,c0733be83225f4f66a17399043307f591539b09504a223ecd8d8632c6428a7cc,NONE,NONE,False
n2321749431,1.1.0,Гиска,,улица Ленина,59,46.78737,29.4486,ROUTABLE,5.2532,5.885,4.8361,1.086,46.8241540,29.4833040,33.23,46.7874470,29.4482910,25.10,улица Сергея Лазо; Коммунистическая улица; улица Ленина,117,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321468036;346864383;2613880260;596499342;2613880261;596499343;2321469092;346864378,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,4f372dd5a7c16fec727b9b05ea7506286a0e999f3d56273312af19e44baf2918,ADDRESS_ANCHOR_DISAGREEMENT,HIGH,True
n2321749432,1.1.0,Гиска,,Молодёжная улица,61,46.78673,29.44846,ROUTABLE,5.3224,6.107,4.9018,1.086,46.8241540,29.4833040,33.23,46.7870850,29.4483660,40.11,улица Сергея Лазо; Коммунистическая улица; улица Ленина; Молодёжная улица,118,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864383;2613880260;596499342;2613880261;596499343;2321469092;346864378;4433133753,6dee4e086da7e289fc1b,108b922296d10e615f33,NONE_OBSERVED,NO,6c89a3ee05a0911d3115c6487ae82ddf7a13933ee00c2f262c2ccdec9db80232,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749433,1.1.0,Гиска,,улица Ленина,71,46.78582,29.44779,ROUTABLE,5.4656,6.160,5.0145,1.090,46.8241540,29.4833040,33.23,46.7857010,29.4474330,30.31,улица Сергея Лазо; Коммунистическая улица; улица Ленина,120,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499342;2613880261;596499343;2321469092;346864378;596499345;2321467758;2321436880,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,377d67e051aeead6656961e979cecdf518832caf8b6d585ab42d31d735db596e,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749435,1.1.0,Гиска,,улица Ленина,75,46.78487,29.44695,ROUTABLE,5.6383,6.562,5.1380,1.097,46.8241540,29.4833040,33.23,46.7847660,29.4469700,11.66,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира,123,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321469092;346864378;596499345;2321467758;5020765183;596499349;2321436918;2321436917,5da06a9adf6e8d97a815,78bef97fef8dd43349e9,NONE_OBSERVED,NO,b8e781a955654233545be1c013f955fe69ac1285c2f2c5ebe144d92609110bd8,SNAPPED_STREET_NAME_MISMATCH,MEDIUM,True
n2321749436,1.1.0,Гиска,,улица Ленина,77,46.78436,29.44666,ROUTABLE,5.6195,6.283,5.1977,1.081,46.8241540,29.4833040,33.23,46.7844850,29.4462100,37.07,улица Сергея Лазо; Коммунистическая улица; улица Ленина,124,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864378;596499345;2321467758;5020765183;596499349;2321436918;2321470588;596499353,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,360c9e1e03655a0b9ddd84c5d7dad769accf87fca4c4a9c3f2b03c7b0451ec6a,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749437,1.1.0,Гиска,,улица Ленина,90а,46.78491,29.44641,ROUTABLE,5.5705,6.230,5.1564,1.080,46.8241540,29.4833040,33.23,46.7848810,29.4464910,6.98,улица Сергея Лазо; Коммунистическая улица; улица Ленина,122,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499343;2321469092;346864378;596499345;2321467758;5020765183;596499349;2321436918,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,2f91600453ce860220ddb796ee6b72d386fe5511d83cbbfa3aebc3d7f7e909f5,NONE,NONE,False
n2321749438,1.1.0,Гиска,,улица Ленина,92,46.78431,29.44607,ROUTABLE,5.6416,6.307,5.2265,1.079,46.8241540,29.4833040,33.23,46.7843010,29.4461020,2.64,улица Сергея Лазо; Коммунистическая улица; улица Ленина,124,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864378;596499345;2321467758;5020765183;596499349;2321436918;2321470588;596499353,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,7919a3780dba7d870b9b9d7a94cefd8970dbcb1749b9591c36ce8408bab6c508,NONE,NONE,False
n2321749439,1.1.0,Гиска,,улица Мира,82,46.78503,29.44757,ROUTABLE,5.5594,6.442,5.0978,1.091,46.8241540,29.4833040,33.23,46.7850090,29.4475910,2.83,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира,121,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2613880261;596499343;2321469092;346864378;596499345;2321467758;2321436880;2321749443,5da06a9adf6e8d97a815,78bef97fef8dd43349e9,NONE_OBSERVED,NO,2facf95f61ca2721d807c74aa6806383e96afbcc9142be67243f140d803976a1,NONE,NONE,False
n2321749440,1.1.0,Гиска,,улица Мира,80,46.78523,29.4481,ROUTABLE,5.5590,6.408,5.0575,1.099,46.8241540,29.4833040,33.23,46.7851620,29.4481320,7.94,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира,122,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499343;2321469092;346864378;596499345;2321467758;2321436880;4745944205;2321436879,5da06a9adf6e8d97a815,78bef97fef8dd43349e9,NONE_OBSERVED,NO,b82bb0c7cc4e5dada790b226502b37c30f4227608600d2adbbce7e20df641ae0,NONE,NONE,False
n2321749441,1.1.0,Гиска,,улица Мира,93,46.78498,29.44848,ROUTABLE,5.5763,6.435,5.0661,1.101,46.8241540,29.4833040,33.23,46.7852090,29.4483480,27.38,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира,122,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499343;2321469092;346864378;596499345;2321467758;2321436880;4745944205;2321436879,5da06a9adf6e8d97a815,78bef97fef8dd43349e9,NONE_OBSERVED,NO,fb18bc9103ef0ac1b894580f13d3f5b99f68226bf67a7c358e7db573271b41f7,NONE,NONE,False
n2321749442,1.1.0,Гиска,,улица Мира,95,46.78472,29.44777,ROUTABLE,5.5758,6.425,5.1190,1.089,46.8241540,29.4833040,33.23,46.7848050,29.4480490,23.31,улица Сергея Лазо; Коммунистическая улица; улица Ленина,121,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2613880261;596499343;2321469092;346864378;596499345;2321467758;2321436880;2321467759,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,3a055161f2e727ea45e6a02947f3c56e8cdcbdffc58d9d64459fa88fd21a028d,LOCAL_CORRIDOR_DISCONTINUITY;UNIQUE_TERMINAL_BRANCH,HIGH,True
n2321749444,1.1.0,Гиска,,улица Ленина,101,46.78455,29.44714,ROUTABLE,5.6427,6.578,5.1604,1.093,46.8241540,29.4833040,33.23,46.7847710,29.4470270,26.04,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира,123,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321469092;346864378;596499345;2321467758;5020765183;596499349;2321436918;2321436917,5da06a9adf6e8d97a815,78bef97fef8dd43349e9,NONE_OBSERVED,NO,71a38243fa4d1a447ad820b71a1a9777f014a8ea48871c698c82c566e848dcdf,SNAPPED_STREET_NAME_MISMATCH,MEDIUM,True
n2321749445,1.1.0,Гиска,,Госпитальная улица,55,46.7869,29.45445,ROUTABLE,6.1420,7.353,4.6555,1.319,46.8241540,29.4833040,33.23,46.7869810,29.4547890,27.41,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира; Госпитальная улица,128,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,4745944205;2321436879;2321436878;2321433514;5624992148;4433097469;2321433513;2321436730,83b8d0539a01633ac699,9023506754acb640c23c,NONE_OBSERVED,NO,e186bb829104214f16fcc9222cc01c23daea4637dd3f735724c71d1b6b55592f,NONE,NONE,False
n2321749446,1.1.0,Гиска,,улица Мира,30а,46.78759,29.45519,ROUTABLE,6.1753,7.358,4.5613,1.354,46.8241540,29.4833040,33.23,46.7875760,29.4553360,11.26,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира,129,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321436879;2321436878;2321433514;5624992148;4433097469;2321433513;2321434271;5020732498,5da06a9adf6e8d97a815,78bef97fef8dd43349e9,NONE_OBSERVED,NO,3b51cbb66aefc580bd519142053695cb419d40af88cd78db6cca8fd6ec21cead,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,HIGH,True
n2321749447,1.1.0,Гиска,,Госпитальная улица,53,46.78711,29.45501,ROUTABLE,6.1340,7.335,4.6149,1.329,46.8241540,29.4833040,33.23,46.7870490,29.4547550,20.62,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира; Госпитальная улица,128,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,4745944205;2321436879;2321436878;2321433514;5624992148;4433097469;2321433513;2321436730,83b8d0539a01633ac699,9023506754acb640c23c,NONE_OBSERVED,NO,4a287a956d9608c4e6341d7107a6511549aa9082d72f18a91709bd77812227f1,NONE,NONE,False
n2321749451,1.1.0,Гиска,,улица 60 лет Октября,2,46.78447,29.44893,ROUTABLE,5.6964,6.810,5.0970,1.118,46.8241540,29.4833040,33.23,46.7843890,29.4489900,10.10,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица 60 лет Октября,123,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321469092;346864378;596499345;2321467758;2321436880;2321467759;2321436736;2321436735,dc9a36063e440c8c17e1,6b53eac78248c73dd4a9,NONE_OBSERVED,NO,3849655b39f1a983fe1cf7cedb46742042960ce6f11a9ed6c5dbd882c0c46a27,NONE,NONE,False
n2321749452,1.1.0,Гиска,,улица 60 лет Октября,1,46.78408,29.44908,ROUTABLE,5.6868,6.787,5.1286,1.109,46.8241540,29.4833040,33.23,46.7843500,29.4488780,33.75,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица 60 лет Октября,123,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321469092;346864378;596499345;2321467758;2321436880;2321467759;2321436736;2321436735,dc9a36063e440c8c17e1,6b53eac78248c73dd4a9,NONE_OBSERVED,NO,ea0a1131eacd0d7772e6e0cde079d4379cb0c41101c1bfed3e3a83830b9786cb,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749453,1.1.0,Гиска,,улица 60 лет Октября,28,46.78641,29.45432,ROUTABLE,6.2552,7.657,4.7083,1.329,46.8241540,29.4833040,33.23,46.7863060,29.4543790,12.41,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира; Госпитальная улица; улица 60 лет Октября,129,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321436879;2321436878;2321433514;5624992148;4433097469;2321433513;2321436730;2321436731,68b890e945a4a582c07d,9023506754acb640c23c,NONE_OBSERVED,NO,e1b463d27849f77555c3fb492e42e856c2a69040df6935e29376b36ac8df9c04,STREET_DISTANCE_CONTINUITY_OUTLIER,HIGH,True
n2321749454,1.1.0,Гиска,,улица 60 лет Октября,39,46.78606,29.45462,ROUTABLE,6.2480,7.640,4.7322,1.320,46.8241540,29.4833040,33.23,46.7863290,29.4544670,32.11,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Мира; Госпитальная улица; улица 60 лет Октября,129,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2321436879;2321436878;2321433514;5624992148;4433097469;2321433513;2321436730;2321436731,68b890e945a4a582c07d,9023506754acb640c23c,NONE_OBSERVED,NO,687ccd10747c895a77d101d0f2bdec5d44ed5c9a83e6fc1e83f79a205f1b5f1d,DESTINATION_SNAP_GT30M,MEDIUM,True
n2321749456,1.1.0,Гиска,,улица 60 лет Октября,3,46.78454,29.44855,ROUTABLE,5.6183,6.528,5.1052,1.101,46.8241540,29.4833040,33.23,46.7844560,29.4482760,22.92,улица Сергея Лазо; Коммунистическая улица; улица Ленина,121,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,2613880261;596499343;2321469092;346864378;596499345;2321467758;2321436880;2321467759,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,80eb7b1a2ac284b95771402965f05860024b7aa62dfdb7f499a0d10c006af640,NONE,NONE,False
n2321749458,1.1.0,Гиска,,улица 60 лет Октября,4,46.78419,29.44805,ROUTABLE,5.6382,6.575,5.1582,1.093,46.8241540,29.4833040,33.23,46.7842920,29.4483830,27.85,улица Сергея Лазо; Коммунистическая улица; улица Ленина,122,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,596499343;2321469092;346864378;596499345;2321467758;2321436880;2321467759;2321436736,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,c6321c4bf1ceecc80ab57fedb7135d57cc2fdb8e9310ffeb2e7546b7bfdca6c1,NONE,NONE,False
n2321749459,1.1.0,Гиска,,улица Бориса Главана,5,46.78396,29.4487,ROUTABLE,5.6816,6.678,5.1547,1.102,46.8241540,29.4833040,33.23,46.7839320,29.4486030,8.04,улица Сергея Лазо; Коммунистическая улица; улица Ленина,124,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864378;596499345;2321467758;2321436880;2321467759;2321436736;2321437652;2321467760,abfb43acf53ae2680f1a,1bc7a32e3945063e9e56,NONE_OBSERVED,NO,ae0591d77a097085b1107762a2d039d6022a6a58fad28930f08465c38ca76e71,NONE,NONE,False
n2321749460,1.1.0,Гиска,,улица Бориса Главана,6,46.78389,29.44792,ROUTABLE,5.7248,6.812,5.1918,1.103,46.8241540,29.4833040,33.23,46.7837990,29.4479810,11.14,улица Сергея Лазо; Коммунистическая улица; улица Ленина; улица Бориса Главана,124,2586302556;2586302559;1062096644;4004084774;6369871658;1730683134;2333273586;2333271783,346864378;596499345;2321467758;2321436880;2321467759;2321436736;2321437652;5158883193,7d64f3d300a6187341d5,b73843fed2faf5a2f2dd,NONE_OBSERVED,NO,3ef3155137915042f559baedd985b690a06d09b92e53e48185616a8eb6c8df4d,NONE,NONE,False
