uid,address,territory,is_city,route_km,base_price,external_status,external_km,external_surcharge,reference_price,old_k4_zone_id,proposed_zone
w318188264,"Бендеры, улица Шмидта, 10",Бендеры,True,3.445,15.78,n/a (city),0.0,0.0,15.78,2,1
w318188265,"Бендеры, Красивая улица, 19",Бендеры,True,3.517,16.068,n/a (city),0.0,0.0,16.068,2,1
w318188266,"Бендеры, улица Шмидта, 17",Бендеры,True,3.464,15.856,n/a (city),0.0,0.0,15.856,2,1
w318188267,"Бендеры, улица Шмидта, 15",Бендеры,True,3.449,15.796,n/a (city),0.0,0.0,15.796,2,1
w318188268,"Бендеры, улица Шмидта, 13",Бендеры,True,3.434,15.736,n/a (city),0.0,0.0,15.736,2,1
w318188269,"Бендеры, улица Шмидта, 12",Бендеры,True,3.462,15.848,n/a (city),0.0,0.0,15.848,2,1
w318188270,"Бендеры, улица Шмидта, 14",Бендеры,True,3.475,15.9,n/a (city),0.0,0.0,15.9,2,1
w318188274,"Бендеры, улица Шмидта, 16",Бендеры,True,3.49,15.96,n/a (city),0.0,0.0,15.96,2,1
w318188275,"Бендеры, улица Шмидта, 18",Бендеры,True,3.511,16.044,n/a (city),0.0,0.0,16.044,2,1
w318188277,"Бендеры, улица Шмидта, 20",Бендеры,True,3.521,16.084,n/a (city),0.0,0.0,16.084,2,1
w318188278,"Бендеры, улица Шмидта, 22",Бендеры,True,3.536,16.144,n/a (city),0.0,0.0,16.144,2,1
w318188280,"Бендеры, улица Шмидта, 24",Бендеры,True,3.551,16.204,n/a (city),0.0,0.0,16.204,2,1
w318188283,"Бендеры, улица Иона Солтыса, 6",Бендеры,True,3.153,14.612,n/a (city),0.0,0.0,14.612,2,1
w318188286,"Бендеры, улица Иона Солтыса, 1",Бендеры,True,3.165,14.66,n/a (city),0.0,0.0,14.66,2,1
w318188287,"Бендеры, улица Иона Солтыса, 1а",Бендеры,True,3.149,14.596,n/a (city),0.0,0.0,14.596,2,1
w318188288,"Бендеры, улица Иона Солтыса, 3",Бендеры,True,3.178,14.712,n/a (city),0.0,0.0,14.712,2,1
w318188289,"Бендеры, улица Иона Солтыса, 8",Бендеры,True,3.172,14.688,n/a (city),0.0,0.0,14.688,2,1
w318188290,"Бендеры, улица Иона Солтыса, 10",Бендеры,True,3.187,14.748,n/a (city),0.0,0.0,14.748,2,1
w318188291,"Бендеры, улица Иона Солтыса, 5",Бендеры,True,3.193,14.772,n/a (city),0.0,0.0,14.772,2,1
w318188293,"Бендеры, улица Иона Солтыса, 12",Бендеры,True,3.202,14.808,n/a (city),0.0,0.0,14.808,2,1
w318188294,"Бендеры, улица Иона Солтыса, 14",Бендеры,True,3.219,14.876,n/a (city),0.0,0.0,14.876,2,1
w318188296,"Бендеры, улица Иона Солтыса, 20",Бендеры,True,3.271,15.084,n/a (city),0.0,0.0,15.084,2,1
w318188297,"Бендеры, улица Иона Солтыса, 22",Бендеры,True,3.29,15.16,n/a (city),0.0,0.0,15.16,2,1
w318188298,"Бендеры, улица Иона Солтыса, 24",Бендеры,True,3.304,15.216,n/a (city),0.0,0.0,15.216,2,1
w318188299,"Бендеры, улица Иона Солтыса, 26",Бендеры,True,3.319,15.276,n/a (city),0.0,0.0,15.276,2,1
w318188300,"Бендеры, улица Иона Солтыса, 28",Бендеры,True,3.334,15.336,n/a (city),0.0,0.0,15.336,2,1
w318188302,"Бендеры, переулок Иона Солтыса, 15",Бендеры,True,3.444,15.776,n/a (city),0.0,0.0,15.776,2,1
w318212937,"Бендеры, улица Шестакова, 32",Бендеры,True,0.773,14.0,n/a (city),0.0,0.0,14.0,1,1
w318344309,"Протягайловка, Луговая улица, 11",Протягайловка,False,6.306,27.224,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
w318344310,"Протягайловка, Луговая улица, 13",Протягайловка,False,6.286,27.144,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
w318344384,"Протягайловка, Первомайская улица, 6",Протягайловка,False,6.162,26.648,PENDING (no ГАИ-post coords + boundary undecided),,,,4,
w318406772,"Бендеры, Киевская улица, 37",Бендеры,True,4.593,20.372,n/a (city),0.0,0.0,20.372,3,2
w318406774,"Бендеры, Киевская улица, 35",Бендеры,True,4.575,20.3,n/a (city),0.0,0.0,20.3,3,2
w318406775,"Бендеры, Киевская улица, 33",Бендеры,True,4.555,20.22,n/a (city),0.0,0.0,20.22,3,2
w318406776,"Бендеры, Киевская улица, 33а",Бендеры,True,4.54,20.16,n/a (city),0.0,0.0,20.16,3,2
w318406779,"Бендеры, Железнодорожная улица, 97а",Бендеры,True,4.571,20.284,n/a (city),0.0,0.0,20.284,3,2
w318406781,"Бендеры, Железнодорожная улица, 95",Бендеры,True,4.597,20.388,n/a (city),0.0,0.0,20.388,3,2
w318406782,"Бендеры, Дачная улица, 4",Бендеры,True,4.48,19.92,n/a (city),0.0,0.0,19.92,3,2
w318406783,"Бендеры, Дачная улица, 6",Бендеры,True,4.462,19.848,n/a (city),0.0,0.0,19.848,3,2
w318406787,"Бендеры, улица Бориса Главана, 24а",Бендеры,True,4.415,19.66,n/a (city),0.0,0.0,19.66,3,2
w318406789,"Бендеры, Дачная улица, 8",Бендеры,True,4.446,19.784,n/a (city),0.0,0.0,19.784,3,2
w318406792,"Бендеры, Дачная улица, 10",Бендеры,True,4.43,19.72,n/a (city),0.0,0.0,19.72,3,2
w318406793,"Бендеры, улица Бориса Главана, 32а",Бендеры,True,4.637,20.548,n/a (city),0.0,0.0,20.548,3,2
w318406795,"Бендеры, Железнодорожная улица, 116",Бендеры,True,4.534,20.136,n/a (city),0.0,0.0,20.136,3,2
w318407797,"Бендеры, улица Кавриаго, 20",Бендеры,True,1.013,14.0,n/a (city),0.0,0.0,14.0,1,1
w318548535,"Бендеры, улица Лермонтова, 15",Бендеры,True,5.773,25.092,n/a (city),0.0,0.0,25.092,3,3
w318548540,"Бендеры, улица Лермонтова, 13",Бендеры,True,5.79,25.16,n/a (city),0.0,0.0,25.16,3,3
w318548543,"Бендеры, улица Матросова, 14",Бендеры,True,5.777,25.108,n/a (city),0.0,0.0,25.108,3,3
w318548545,"Бендеры, улица Матросова, 12",Бендеры,True,5.794,25.176,n/a (city),0.0,0.0,25.176,3,3
w318548547,"Бендеры, улица Лермонтова, 11",Бендеры,True,5.808,25.232,n/a (city),0.0,0.0,25.232,3,3
w318548551,"Бендеры, улица Матросова, 8",Бендеры,True,5.828,25.312,n/a (city),0.0,0.0,25.312,3,3
w318548552,"Бендеры, улица Лермонтова, 9",Бендеры,True,5.942,25.768,n/a (city),0.0,0.0,25.768,3,3
w318548553,"Бендеры, улица Лермонтова, 7",Бендеры,True,5.928,25.712,n/a (city),0.0,0.0,25.712,3,3
w318548554,"Бендеры, улица Лермонтова, 5",Бендеры,True,5.953,25.812,n/a (city),0.0,0.0,25.812,4,3
w318548555,"Бендеры, улица Матросова, 6",Бендеры,True,5.845,25.38,n/a (city),0.0,0.0,25.38,3,3
w318548576,"Бендеры, Глинная улица, 5",Бендеры,True,5.624,24.496,n/a (city),0.0,0.0,24.496,3,3
w318548577,"Бендеры, Глинная улица, 7",Бендеры,True,5.636,24.544,n/a (city),0.0,0.0,24.544,3,3
w318548578,"Бендеры, Глинная улица, 3",Бендеры,True,5.602,24.408,n/a (city),0.0,0.0,24.408,3,3
w318701773,"Бендеры, Бельцкая улица, 33",Бендеры,True,4.037,18.148,n/a (city),0.0,0.0,18.148,2,2
w318701775,"Бендеры, улица Титова, 24",Бендеры,True,3.838,17.352,n/a (city),0.0,0.0,17.352,2,2
w318701776,"Бендеры, улица Титова, 26",Бендеры,True,3.825,17.3,n/a (city),0.0,0.0,17.3,2,2
w318701778,"Бендеры, Бельцкая улица, 35",Бендеры,True,4.059,18.236,n/a (city),0.0,0.0,18.236,2,2
w318701779,"Бендеры, улица Титова, 30",Бендеры,True,3.79,17.16,n/a (city),0.0,0.0,17.16,2,1
w318701780,"Бендеры, Бельцкая улица, 37",Бендеры,True,4.084,18.336,n/a (city),0.0,0.0,18.336,2,2
w318701782,"Бендеры, Бельцкая улица, 25",Бендеры,True,4.743,20.972,n/a (city),0.0,0.0,20.972,3,2
w318701784,"Бендеры, Бельцкая улица, 23",Бендеры,True,4.725,20.9,n/a (city),0.0,0.0,20.9,3,2
w318701793,"Бендеры, улица Титова, 32",Бендеры,True,3.773,17.092,n/a (city),0.0,0.0,17.092,2,1
w318701795,"Бендеры, Бельцкая улица, 41",Бендеры,True,4.111,18.444,n/a (city),0.0,0.0,18.444,2,2
w318701796,"Бендеры, улица Титова, 34",Бендеры,True,3.763,17.052,n/a (city),0.0,0.0,17.052,2,1
w318701800,"Бендеры, улица Титова, 36",Бендеры,True,3.745,16.98,n/a (city),0.0,0.0,16.98,2,1
w318701803,"Бендеры, Бельцкая улица, 43",Бендеры,True,4.137,18.548,n/a (city),0.0,0.0,18.548,2,2
w318701805,"Бендеры, Бельцкая улица, 45",Бендеры,True,4.157,18.628,n/a (city),0.0,0.0,18.628,2,2
w318701809,"Бендеры, улица Титова, 38",Бендеры,True,3.721,16.884,n/a (city),0.0,0.0,16.884,2,1
w318701810,"Бендеры, улица Титова, 40",Бендеры,True,3.704,16.816,n/a (city),0.0,0.0,16.816,2,1
w318701858,"Бендеры, улица Титова, 42",Бендеры,True,3.692,16.768,n/a (city),0.0,0.0,16.768,2,1
w318701862,"Бендеры, Бельцкая улица, 51",Бендеры,True,4.212,18.848,n/a (city),0.0,0.0,18.848,2,2
w318701865,"Бендеры, улица Титова, 46",Бендеры,True,3.637,16.548,n/a (city),0.0,0.0,16.548,2,1
w318701866,"Бендеры, улица Титова, 53",Бендеры,True,3.632,16.528,n/a (city),0.0,0.0,16.528,2,1
w318702077,"Бендеры, улица Титова, 48",Бендеры,True,3.612,16.448,n/a (city),0.0,0.0,16.448,2,1
w318702079,"Бендеры, улица Титова, 50",Бендеры,True,3.595,16.38,n/a (city),0.0,0.0,16.38,2,1
w318702082,"Бендеры, Бельцкая улица, 55",Бендеры,True,4.276,19.104,n/a (city),0.0,0.0,19.104,2,2
w318702083,"Бендеры, Бельцкая улица, 57",Бендеры,True,4.296,19.184,n/a (city),0.0,0.0,19.184,2,2
w318702491,"Бендеры, Спортивная улица, 5",Бендеры,True,4.183,18.732,n/a (city),0.0,0.0,18.732,2,2
w319132158,"Бендеры, улица Крянгэ, 20",Бендеры,True,5.445,23.78,n/a (city),0.0,0.0,23.78,3,3
w319133046,"Бендеры, улица Крянгэ, 22",Бендеры,True,5.461,23.844,n/a (city),0.0,0.0,23.844,3,3
w319133048,"Бендеры, улица Крянгэ, 24",Бендеры,True,5.479,23.916,n/a (city),0.0,0.0,23.916,3,3
w319133052,"Бендеры, улица Крянгэ, 36",Бендеры,True,5.583,24.332,n/a (city),0.0,0.0,24.332,3,3
w319133053,"Бендеры, улица Крянгэ, 34",Бендеры,True,5.567,24.268,n/a (city),0.0,0.0,24.268,3,3
w319134604,"Бендеры, улица 12 Октября, 17",Бендеры,True,6.259,27.036,n/a (city),0.0,0.0,27.036,4,3
w319134694,"Бендеры, Фонтанная улица, 30",Бендеры,True,6.263,27.052,n/a (city),0.0,0.0,27.052,4,3
w319135680,"Бендеры, Бельцкая улица, 21",Бендеры,True,4.699,20.796,n/a (city),0.0,0.0,20.796,3,2
w319135681,"Бендеры, улица Титова, 20",Бендеры,True,3.935,17.74,n/a (city),0.0,0.0,17.74,2,2
w319135682,"Бендеры, улица Титова, 18",Бендеры,True,3.965,17.86,n/a (city),0.0,0.0,17.86,2,2
w319135683,"Бендеры, Бельцкая улица, 13",Бендеры,True,4.626,20.504,n/a (city),0.0,0.0,20.504,3,2
w319139339,"Бендеры, Бельцкая улица, 19",Бендеры,True,4.678,20.712,n/a (city),0.0,0.0,20.712,3,2
w319139341,"Бендеры, Бельцкая улица, 17",Бендеры,True,4.662,20.648,n/a (city),0.0,0.0,20.648,3,2
w319139342,"Бендеры, Бельцкая улица, 15",Бендеры,True,4.643,20.572,n/a (city),0.0,0.0,20.572,3,2
w319139344,"Бендеры, Бельцкая улица, 11",Бендеры,True,4.601,20.404,n/a (city),0.0,0.0,20.404,3,2
w319139349,"Бендеры, Бельцкая улица, 9",Бендеры,True,4.57,20.28,n/a (city),0.0,0.0,20.28,3,2
w319139352,"Бендеры, Бельцкая улица, 5",Бендеры,True,4.518,20.072,n/a (city),0.0,0.0,20.072,3,2
w319139353,"Бендеры, Бельцкая улица, 7",Бендеры,True,4.544,20.176,n/a (city),0.0,0.0,20.176,3,2
w319139357,"Бендеры, Бельцкая улица, 1",Бендеры,True,4.488,19.952,n/a (city),0.0,0.0,19.952,3,2
w319139358,"Бендеры, Бельцкая улица, 104",Бендеры,True,4.439,19.756,n/a (city),0.0,0.0,19.756,2,2
w319139359,"Бендеры, улица Титова, 16",Бендеры,True,3.982,17.928,n/a (city),0.0,0.0,17.928,2,2
w319139360,"Бендеры, улица Титова, 14",Бендеры,True,4.002,18.008,n/a (city),0.0,0.0,18.008,2,2
w319139364,"Бендеры, улица Титова, 12",Бендеры,True,4.052,18.208,n/a (city),0.0,0.0,18.208,2,2
w319139366,"Бендеры, 2-й переулок Петровского, 45",Бендеры,True,4.007,18.028,n/a (city),0.0,0.0,18.028,2,2
w319139367,"Бендеры, улица Титова, 6",Бендеры,True,4.136,18.544,n/a (city),0.0,0.0,18.544,2,2
w319139368,"Бендеры, улица Титова, 4",Бендеры,True,4.163,18.652,n/a (city),0.0,0.0,18.652,2,2
w319139372,"Бендеры, Бельцкая улица, 106",Бендеры,True,4.422,19.688,n/a (city),0.0,0.0,19.688,2,2
w319141416,"Бендеры, 2-й переулок Петровского, 4",Бендеры,True,4.079,18.316,n/a (city),0.0,0.0,18.316,2,2
w319141417,"Бендеры, 2-й переулок Петровского, 5",Бендеры,True,4.129,18.516,n/a (city),0.0,0.0,18.516,2,2
w319141418,"Бендеры, 2-й переулок Петровского, 8",Бендеры,True,4.112,18.448,n/a (city),0.0,0.0,18.448,2,2
w319141423,"Бендеры, улица Титова, 47",Бендеры,True,3.966,17.864,n/a (city),0.0,0.0,17.864,2,2
w319141424,"Бендеры, улица Титова, 49",Бендеры,True,3.946,17.784,n/a (city),0.0,0.0,17.784,2,2
w319141427,"Бендеры, улица Титова, 51",Бендеры,True,3.924,17.696,n/a (city),0.0,0.0,17.696,2,2
w319141430,"Бендеры, улица Зои Космодемьянской, 53",Бендеры,True,3.824,17.296,n/a (city),0.0,0.0,17.296,2,2
w319141431,"Бендеры, улица Титова, 55",Бендеры,True,3.844,17.376,n/a (city),0.0,0.0,17.376,2,2
w319141434,"Бендеры, 1-й переулок Петровского, 11",Бендеры,True,4.205,18.82,n/a (city),0.0,0.0,18.82,2,2
w319141437,"Бендеры, улица Титова, 37",Бендеры,True,4.086,18.344,n/a (city),0.0,0.0,18.344,2,2
w319141439,"Бендеры, улица Титова, 39",Бендеры,True,4.057,18.228,n/a (city),0.0,0.0,18.228,2,2
w319141442,"Бендеры, улица Титова, 41",Бендеры,True,4.032,18.128,n/a (city),0.0,0.0,18.128,2,2
w319141443,"Бендеры, улица Титова, 43",Бендеры,True,4.018,18.072,n/a (city),0.0,0.0,18.072,2,2
w319141455,"Бендеры, улица Титова, 57",Бендеры,True,3.813,17.252,n/a (city),0.0,0.0,17.252,2,2
w319141456,"Бендеры, улица Зои Космодемьянской, 4",Бендеры,True,3.79,17.16,n/a (city),0.0,0.0,17.16,2,1
w319141457,"Бендеры, 1-й переулок Петровского, 3",Бендеры,True,3.956,17.824,n/a (city),0.0,0.0,17.824,2,2
w319141459,"Бендеры, 1-й переулок Петровского, 1",Бендеры,True,3.925,17.7,n/a (city),0.0,0.0,17.7,2,2
w319141460,"Бендеры, улица Петровского, 51",Бендеры,True,3.875,17.5,n/a (city),0.0,0.0,17.5,2,2
w319141461,"Бендеры, улица Петровского, 49",Бендеры,True,3.855,17.42,n/a (city),0.0,0.0,17.42,2,2
w319142246,"Бендеры, улица Титова, 59",Бендеры,True,3.765,17.06,n/a (city),0.0,0.0,17.06,2,1
w319142248,"Бендеры, улица Петровского, 43",Бендеры,True,3.705,16.82,n/a (city),0.0,0.0,16.82,2,1
w319144136,"Бендеры, улица Титова, 61",Бендеры,True,3.747,16.988,n/a (city),0.0,0.0,16.988,2,1
w319144143,"Бендеры, улица Титова, 67",Бендеры,True,3.693,16.772,n/a (city),0.0,0.0,16.772,2,1
w319144146,"Бендеры, улица Петровского, 39",Бендеры,True,3.671,16.684,n/a (city),0.0,0.0,16.684,2,1
w319144149,"Бендеры, улица Петровского, 37",Бендеры,True,3.656,16.624,n/a (city),0.0,0.0,16.624,2,1
w319144151,"Бендеры, улица Петровского, 35",Бендеры,True,3.642,16.568,n/a (city),0.0,0.0,16.568,2,1
w319144154,"Бендеры, улица Петровского, 33",Бендеры,True,3.627,16.508,n/a (city),0.0,0.0,16.508,2,1
w319144157,"Бендеры, улица Петровского, 31",Бендеры,True,3.602,16.408,n/a (city),0.0,0.0,16.408,2,1
w319144160,"Бендеры, улица Петровского, 29",Бендеры,True,3.587,16.348,n/a (city),0.0,0.0,16.348,2,1
w319144163,"Бендеры, улица Петровского, 27",Бендеры,True,3.571,16.284,n/a (city),0.0,0.0,16.284,2,1
w319144165,"Бендеры, улица Петровского, 25",Бендеры,True,3.559,16.236,n/a (city),0.0,0.0,16.236,2,1
w319144169,"Бендеры, улица Петровского, 23",Бендеры,True,3.547,16.188,n/a (city),0.0,0.0,16.188,2,1
w319144172,"Бендеры, улица Петровского, 21",Бендеры,True,3.532,16.128,n/a (city),0.0,0.0,16.128,2,1
w319144175,"Бендеры, улица Петровского, 19",Бендеры,True,3.517,16.068,n/a (city),0.0,0.0,16.068,2,1
w319144185,"Бендеры, улица Титова, 52",Бендеры,True,3.58,16.32,n/a (city),0.0,0.0,16.32,2,1
w319144188,"Бендеры, улица Титова, 54",Бендеры,True,3.563,16.252,n/a (city),0.0,0.0,16.252,2,1
w319144191,"Бендеры, улица Титова, 56",Бендеры,True,3.55,16.2,n/a (city),0.0,0.0,16.2,2,1
w319144200,"Бендеры, улица Титова, 73",Бендеры,True,3.647,16.588,n/a (city),0.0,0.0,16.588,2,1
w319144217,"Бендеры, улица Титова, 58",Бендеры,True,3.533,16.132,n/a (city),0.0,0.0,16.132,2,1
w319144220,"Бендеры, улица Титова, 60",Бендеры,True,3.517,16.068,n/a (city),0.0,0.0,16.068,2,1
w319144223,"Бендеры, Бельцкая улица, 36/36а",Бендеры,True,3.591,16.364,n/a (city),0.0,0.0,16.364,2,1
w319147343,"Бендеры, улица Шмидта, 11",Бендеры,True,3.42,15.68,n/a (city),0.0,0.0,15.68,2,1
w319147344,"Бендеры, улица Шмидта, 9",Бендеры,True,3.405,15.62,n/a (city),0.0,0.0,15.62,2,1
w319147345,"Бендеры, улица Шмидта, 7",Бендеры,True,3.389,15.556,n/a (city),0.0,0.0,15.556,2,1
w319147346,"Бендеры, улица Шмидта, 5",Бендеры,True,3.375,15.5,n/a (city),0.0,0.0,15.5,2,1
w319147347,"Бендеры, улица Шмидта, 3",Бендеры,True,3.359,15.436,n/a (city),0.0,0.0,15.436,2,1
w319147348,"Бендеры, улица Шмидта, 1",Бендеры,True,3.342,15.368,n/a (city),0.0,0.0,15.368,2,1
w319151371,"Бендеры, Московская улица, 44",Бендеры,True,0.481,14.0,n/a (city),0.0,0.0,14.0,1,1
w319157779,"Бендеры, улица Калинина, 67",Бендеры,True,0.88,14.0,n/a (city),0.0,0.0,14.0,1,1
w319158519,"Бендеры, Октябрьская улица, 17",Бендеры,True,2.251,14.0,n/a (city),0.0,0.0,14.0,2,1
w319158520,"Бендеры, Октябрьская улица, 19",Бендеры,True,2.189,14.0,n/a (city),0.0,0.0,14.0,2,1
w319158522,"Бендеры, Октябрьская улица, 11",Бендеры,True,2.251,14.0,n/a (city),0.0,0.0,14.0,2,1
w319158526,"Бендеры, Садовая улица, 91",Бендеры,True,1.926,14.0,n/a (city),0.0,0.0,14.0,1,1
w319158527,"Бендеры, Октябрьская улица, 21",Бендеры,True,2.176,14.0,n/a (city),0.0,0.0,14.0,2,1
w319158528,"Бендеры, Октябрьская улица, 23",Бендеры,True,2.153,14.0,n/a (city),0.0,0.0,14.0,2,1
w319158529,"Бендеры, Колодезная улица, 11",Бендеры,True,2.156,14.0,n/a (city),0.0,0.0,14.0,2,1
w319158533,"Бендеры, Колодезная улица, 9",Бендеры,True,2.13,14.0,n/a (city),0.0,0.0,14.0,2,1
w319223032,"Бендеры, улица 12 Октября, 28",Бендеры,True,6.289,27.156,n/a (city),0.0,0.0,27.156,4,3
w319223034,"Бендеры, улица 12 Октября, 30",Бендеры,True,6.317,27.268,n/a (city),0.0,0.0,27.268,4,3
w319223038,"Бендеры, улица Богдана Хмельницкого, 1",Бендеры,True,6.442,27.768,n/a (city),0.0,0.0,27.768,4,3
w319226838,"Бендеры, улица Герцена, 9",Бендеры,True,6.601,28.404,n/a (city),0.0,0.0,28.404,4,3
w319226848,"Бендеры, улица Герцена, 8",Бендеры,True,6.632,28.528,n/a (city),0.0,0.0,28.528,4,3
w319226853,"Бендеры, улица Герцена, 6",Бендеры,True,6.648,28.592,n/a (city),0.0,0.0,28.592,4,3
w319226855,"Бендеры, улица Герцена, 4",Бендеры,True,6.723,28.892,n/a (city),0.0,0.0,28.892,4,3
w319226856,"Бендеры, улица Герцена, 2",Бендеры,True,6.711,28.844,n/a (city),0.0,0.0,28.844,4,3
w319226862,"Бендеры, улица Панфилова, 15",Бендеры,True,6.749,28.996,n/a (city),0.0,0.0,28.996,4,3
w319226864,"Бендеры, улица Панфилова, 17",Бендеры,True,6.8,29.2,n/a (city),0.0,0.0,29.2,4,3
w319227705,"Бендеры, улица 12 Октября, 21",Бендеры,True,6.274,27.096,n/a (city),0.0,0.0,27.096,4,3
w319227708,"Бендеры, улица 12 Октября, 23",Бендеры,True,6.299,27.196,n/a (city),0.0,0.0,27.196,4,3
w319227709,"Бендеры, улица 12 Октября, 25",Бендеры,True,6.316,27.264,n/a (city),0.0,0.0,27.264,4,3
w319227711,"Бендеры, улица 12 Октября, 27",Бендеры,True,6.334,27.336,n/a (city),0.0,0.0,27.336,4,3
w319227713,"Бендеры, улица 12 Октября, 31",Бендеры,True,6.572,28.288,n/a (city),0.0,0.0,28.288,4,3
w319227716,"Бендеры, улица 12 Октября, 29",Бендеры,True,6.358,27.432,n/a (city),0.0,0.0,27.432,4,3
w319227717,"Бендеры, улица 12 Октября, 34",Бендеры,True,6.562,28.248,n/a (city),0.0,0.0,28.248,4,3
w319227725,"Бендеры, улица 12 Октября, 36",Бендеры,True,6.627,28.508,n/a (city),0.0,0.0,28.508,4,3
w319227726,"Бендеры, улица 12 Октября, 38",Бендеры,True,6.657,28.628,n/a (city),0.0,0.0,28.628,4,3
w319227727,"Бендеры, улица 12 Октября, 40",Бендеры,True,6.684,28.736,n/a (city),0.0,0.0,28.736,4,3
w319227728,"Бендеры, улица 12 Октября, 48",Бендеры,True,6.775,29.1,n/a (city),0.0,0.0,29.1,4,3
w319227729,"Бендеры, улица 12 Октября, 46",Бендеры,True,6.755,29.02,n/a (city),0.0,0.0,29.02,4,3
w319227731,"Бендеры, улица 12 Октября, 44",Бендеры,True,6.734,28.936,n/a (city),0.0,0.0,28.936,4,3
w319227732,"Бендеры, улица 12 Октября, 42",Бендеры,True,6.718,28.872,n/a (city),0.0,0.0,28.872,4,3
w319227862,"Бендеры, улица 12 Октября, 33",Бендеры,True,6.588,28.352,n/a (city),0.0,0.0,28.352,4,3
w319227863,"Бендеры, улица 12 Октября, 35",Бендеры,True,6.619,28.476,n/a (city),0.0,0.0,28.476,4,3
w319227864,"Бендеры, улица 12 Октября, 37",Бендеры,True,6.635,28.54,n/a (city),0.0,0.0,28.54,4,3
w319227866,"Бендеры, 1-й переулок Петровского, 16",Бендеры,True,4.184,18.736,n/a (city),0.0,0.0,18.736,2,2
w319228130,"Бендеры, улица Разина, 3",Бендеры,True,2.012,14.0,n/a (city),0.0,0.0,14.0,1,1
w319228131,"Бендеры, улица Разина, 1",Бендеры,True,1.998,14.0,n/a (city),0.0,0.0,14.0,1,1
w319228132,"Бендеры, улица Разина, 5",Бендеры,True,2.027,14.0,n/a (city),0.0,0.0,14.0,1,1
w319228133,"Бендеры, улица Разина, 7",Бендеры,True,2.04,14.0,n/a (city),0.0,0.0,14.0,1,1
w319228158,"Бендеры, переулок Разина, 10",Бендеры,True,1.94,14.0,n/a (city),0.0,0.0,14.0,1,1
w319228159,"Бендеры, улица Тамары Кручок, 10",Бендеры,True,1.94,14.0,n/a (city),0.0,0.0,14.0,1,1
w319228160,"Бендеры, улица Тамары Кручок, 12",Бендеры,True,1.955,14.0,n/a (city),0.0,0.0,14.0,1,1
w319229120,"Бендеры, улица Разина, 6",Бендеры,True,1.961,14.0,n/a (city),0.0,0.0,14.0,1,1
w319229121,"Бендеры, переулок Разина, 8",Бендеры,True,1.946,14.0,n/a (city),0.0,0.0,14.0,1,1
w319230834,"Бендеры, улица Разина, 9",Бендеры,True,2.055,14.0,n/a (city),0.0,0.0,14.0,1,1
w319230835,"Бендеры, Колодезный переулок, 2",Бендеры,True,2.038,14.0,n/a (city),0.0,0.0,14.0,1,1
w319230837,"Бендеры, Колодезный переулок, 4",Бендеры,True,2.047,14.0,n/a (city),0.0,0.0,14.0,1,1
w319230916,"Бендеры, Колодезный переулок, 6",Бендеры,True,2.059,14.0,n/a (city),0.0,0.0,14.0,1,1
w319305792,"Бендеры, улица 12 Октября, 39",Бендеры,True,6.655,28.62,n/a (city),0.0,0.0,28.62,4,3
w319305801,"Бендеры, улица 12 Октября, 41",Бендеры,True,6.676,28.704,n/a (city),0.0,0.0,28.704,4,3
w319305804,"Бендеры, улица 12 Октября, 45",Бендеры,True,6.705,28.82,n/a (city),0.0,0.0,28.82,4,3
w319305807,"Бендеры, улица 12 Октября, 47",Бендеры,True,6.729,28.916,n/a (city),0.0,0.0,28.916,4,3
w319305814,"Бендеры, 1-й Братский переулок, 14",Бендеры,True,4.209,18.836,n/a (city),0.0,0.0,18.836,2,2
w319305819,"Бендеры, 2-й Братский переулок, 1",Бендеры,True,4.02,18.08,n/a (city),0.0,0.0,18.08,2,2
w319366971,"Бендеры, улица Калашникова, 3",Бендеры,True,4.619,20.476,n/a (city),0.0,0.0,20.476,3,2
w319366972,"Бендеры, улица Калашникова, 5",Бендеры,True,4.638,20.552,n/a (city),0.0,0.0,20.552,3,2
w319366973,"Бендеры, улица Калашникова, 7",Бендеры,True,4.649,20.596,n/a (city),0.0,0.0,20.596,3,2
w319366974,"Бендеры, улица Калашникова, 9",Бендеры,True,4.661,20.644,n/a (city),0.0,0.0,20.644,3,2
w319366975,"Бендеры, улица Калашникова, 11",Бендеры,True,4.677,20.708,n/a (city),0.0,0.0,20.708,3,2
w319366977,"Бендеры, улица Калашникова, 13",Бендеры,True,4.691,20.764,n/a (city),0.0,0.0,20.764,3,2
w319366983,"Бендеры, улица Старого, 130Б",Бендеры,True,4.737,20.948,n/a (city),0.0,0.0,20.948,3,2
w319366987,"Бендеры, улица Чайковского, 12",Бендеры,True,4.994,21.976,n/a (city),0.0,0.0,21.976,3,2
w319366994,"Бендеры, улица 23 Августа, 39",Бендеры,True,5.401,23.604,n/a (city),0.0,0.0,23.604,3,3
w319366999,"Бендеры, улица Калашникова, 37",Бендеры,True,4.94,21.76,n/a (city),0.0,0.0,21.76,3,2
w319367001,"Бендеры, улица Чайковского, 14",Бендеры,True,4.96,21.84,n/a (city),0.0,0.0,21.84,3,2
w319367003,"Бендеры, улица Калашникова, 35",Бендеры,True,4.923,21.692,n/a (city),0.0,0.0,21.692,3,2
w319370820,"Бендеры, улица Калашникова, 33",Бендеры,True,4.896,21.584,n/a (city),0.0,0.0,21.584,3,2
