address_id,territory,district,street,house_number,lat,lon,route_km,route_duration_min,route_metric_status,in_city_km,outside_city_km,outside_split_status,boundary_anchor_id,effective_km_1667,taxi_model_a_reference_rub,taxi_model_b_reference_rub,driver_take_fixed_a_rub,driver_take_percent_a_rub,driver_best_taxi_take_a_rub,current_zone_id,data_confidence,evidence_notes
w340414545,Бендеры,,улица Павлова,18,46.80999,29.46556,3.169,,expected_km_osrm,3.169,0.0,CITY_ALL_IN,,3.169,19.01,19.01,14.01,12.36,14.01,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w340414546,Бендеры,,улица Чкалова,20,46.8094,29.46593,3.111,,expected_km_osrm,3.111,0.0,CITY_ALL_IN,,3.111,18.67,18.67,13.67,12.14,13.67,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w340414547,Бендеры,,улица Павлова,19,46.80965,29.46611,3.159,,expected_km_osrm,3.159,0.0,CITY_ALL_IN,,3.159,18.95,18.95,13.95,12.32,13.95,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w340414548,Бендеры,,улица Павлова,21,46.80969,29.46591,3.171,,expected_km_osrm,3.171,0.0,CITY_ALL_IN,,3.171,19.03,19.03,14.03,12.37,14.03,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342058738,Бендеры,,улица Тамары Кручок,116,46.79743,29.49164,3.903,,expected_km_osrm,3.903,0.0,CITY_ALL_IN,,3.903,23.42,23.42,18.42,15.22,18.42,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342058739,Бендеры,,улица Тамары Кручок,118,46.79737,29.49194,3.926,,expected_km_osrm,3.926,0.0,CITY_ALL_IN,,3.926,23.56,23.56,18.56,15.31,18.56,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342058741,Бендеры,,улица Тамары Кручок,120,46.7973,29.49211,3.941,,expected_km_osrm,3.941,0.0,CITY_ALL_IN,,3.941,23.65,23.65,18.65,15.37,18.65,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342058744,Бендеры,,улица Тамары Кручок,122,46.79717,29.49221,3.955,,expected_km_osrm,3.955,0.0,CITY_ALL_IN,,3.955,23.73,23.73,18.73,15.42,18.73,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342058745,Бендеры,,улица Тамары Кручок,124,46.79716,29.49245,3.972,,expected_km_osrm,3.972,0.0,CITY_ALL_IN,,3.972,23.83,23.83,18.83,15.49,18.83,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342058746,Бендеры,,улица Тамары Кручок,114,46.79756,29.49137,3.88,,expected_km_osrm,3.88,0.0,CITY_ALL_IN,,3.88,23.28,23.28,18.28,15.13,18.28,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342059482,Бендеры,,переулок Строителей,8,46.79234,29.49317,4.685,,expected_km_osrm,4.685,0.0,CITY_ALL_IN,,4.685,28.11,28.11,23.11,18.27,23.11,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342059483,Бендеры,,переулок Строителей,7,46.79248,29.49352,4.554,,expected_km_osrm,4.554,0.0,CITY_ALL_IN,,4.554,27.32,27.32,22.32,17.76,22.32,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342059486,Бендеры,,улица Емилиана Букова,7,46.79284,29.49454,4.797,,expected_km_osrm,4.797,0.0,CITY_ALL_IN,,4.797,28.78,28.78,23.78,18.71,23.78,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342059487,Бендеры,,улица Емилиана Букова,9,46.79273,29.49455,4.785,,expected_km_osrm,4.785,0.0,CITY_ALL_IN,,4.785,28.71,28.71,23.71,18.66,23.71,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342059488,Бендеры,,улица Емилиана Букова,5,46.79296,29.4945,4.81,,expected_km_osrm,4.81,0.0,CITY_ALL_IN,,4.81,28.86,28.86,23.86,18.76,23.86,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342059489,Бендеры,,улица Емилиана Букова,3,46.79307,29.49447,4.823,,expected_km_osrm,4.823,0.0,CITY_ALL_IN,,4.823,28.94,28.94,23.94,18.81,23.94,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342101744,Бендеры,,улица Ломоносова,4,46.82578,29.45134,5.566,,expected_km_osrm,5.566,0.0,CITY_ALL_IN,,5.566,33.4,33.4,28.4,21.71,28.4,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342101746,Бендеры,,улица Ломоносова,6,46.82599,29.45126,5.583,,expected_km_osrm,5.583,0.0,CITY_ALL_IN,,5.583,33.5,33.5,28.5,21.78,28.5,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w342101752,Бендеры,,улица Ломоносова,8,46.82637,29.45107,5.614,,expected_km_osrm,5.614,0.0,CITY_ALL_IN,,5.614,33.68,33.68,28.68,21.89,28.68,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w345068936,Парканы,,улица Дружбы,2,46.85859,29.51258,6.671,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w345068937,Парканы,,улица Дружбы,4,46.8588,29.51253,6.695,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w350364157,Бендеры,,улица Тамары Кручок,98,46.79982,29.48887,3.408,,expected_km_osrm,3.408,0.0,CITY_ALL_IN,,3.408,20.45,20.45,15.45,13.29,15.45,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w350364158,Бендеры,,улица Тамары Кручок,102,46.7995,29.48913,3.433,,expected_km_osrm,3.433,0.0,CITY_ALL_IN,,3.433,20.6,20.6,15.6,13.39,15.6,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w350364160,Бендеры,,улица Тамары Кручок,128,46.79694,29.49277,4.005,,expected_km_osrm,4.005,0.0,CITY_ALL_IN,,4.005,24.03,24.03,19.03,15.62,19.03,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w350364161,Бендеры,,улица Тамары Кручок,126,46.79709,29.49264,3.989,,expected_km_osrm,3.989,0.0,CITY_ALL_IN,,3.989,23.93,23.93,18.93,15.55,18.93,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351684270,Бендеры,,улица Кавриаго,2,46.81949,29.47102,1.891,,expected_km_osrm,1.891,0.0,CITY_ALL_IN,,1.891,18.0,18.0,13.0,11.7,13.0,1,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351854665,Бендеры,,Треугольный переулок,2,46.82404,29.46477,5.024,,expected_km_osrm,5.024,0.0,CITY_ALL_IN,,5.024,30.14,30.14,25.14,19.59,25.14,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351855709,Бендеры,,2-й Братский переулок,5,46.8406,29.46625,3.707,,expected_km_osrm,3.707,0.0,CITY_ALL_IN,,3.707,22.24,22.24,17.24,14.46,17.24,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351855710,Бендеры,,2-й Братский переулок,7,46.84056,29.46604,3.717,,expected_km_osrm,3.717,0.0,CITY_ALL_IN,,3.717,22.3,22.3,17.3,14.5,17.3,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351855713,Бендеры,,2-й Братский переулок,9,46.84081,29.46587,3.743,,expected_km_osrm,3.743,0.0,CITY_ALL_IN,,3.743,22.46,22.46,17.46,14.6,17.46,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351856030,Бендеры,,улица Зои Космодемьянской,28,46.84695,29.4613,4.233,,expected_km_osrm,4.233,0.0,CITY_ALL_IN,,4.233,25.4,25.4,20.4,16.51,20.4,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351857160,Бендеры,,улица Павлова,17,46.80964,29.46637,3.143,,expected_km_osrm,3.143,0.0,CITY_ALL_IN,,3.143,18.86,18.86,13.86,12.26,13.86,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351857161,Бендеры,,улица Димитрова,18,46.80931,29.46615,3.032,,expected_km_osrm,3.032,0.0,CITY_ALL_IN,,3.032,18.19,18.19,13.19,11.82,13.19,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351859012,Бендеры,,улица Мичурина,208,46.808,29.46727,2.894,,expected_km_osrm,2.894,0.0,CITY_ALL_IN,,2.894,18.0,18.0,13.0,11.7,13.0,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351861439,Бендеры,,улица Димитрова,6,46.80908,29.46767,2.945,,expected_km_osrm,2.945,0.0,CITY_ALL_IN,,2.945,18.0,18.0,13.0,11.7,13.0,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351861441,Бендеры,,улица Димитрова,4,46.80909,29.46818,2.907,,expected_km_osrm,2.907,0.0,CITY_ALL_IN,,2.907,18.0,18.0,13.0,11.7,13.0,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351861443,Бендеры,,улица Димитрова,8,46.80912,29.46743,2.964,,expected_km_osrm,2.964,0.0,CITY_ALL_IN,,2.964,18.0,18.0,13.0,11.7,13.0,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w351861444,Бендеры,,улица Димитрова,10,46.80914,29.46717,2.984,,expected_km_osrm,2.984,0.0,CITY_ALL_IN,,2.984,18.0,18.0,13.0,11.7,13.0,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352042423,Протягайловка,,Первомайская улица,19,46.8269,29.44263,6.284,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042424,Протягайловка,,Первомайская улица,14,46.82541,29.44411,6.087,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042425,Протягайловка,,Первомайская улица,16,46.82557,29.444,6.106,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042426,Протягайловка,,Первомайский переулок,8,46.82717,29.44143,6.525,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042428,Протягайловка,,Первомайский переулок,10а,46.82727,29.44168,6.447,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042429,Протягайловка,,Первомайская улица,21,46.82709,29.44251,6.306,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042430,Протягайловка,,Первомайская улица,23,46.82725,29.44237,6.327,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042431,Протягайловка,,Первомайская улица,25,46.82742,29.44233,6.346,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042432,Протягайловка,,Первомайский переулок,27,46.82759,29.44222,6.395,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042433,Протягайловка,,Первомайский переулок,10,46.82741,29.44211,6.411,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042540,Протягайловка,,улица Космонавтов,5,46.82594,29.44465,6.217,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042541,Протягайловка,,улица Космонавтов,3,46.82578,29.4447,6.199,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042542,Протягайловка,,Первомайская улица,18,46.82573,29.44395,6.125,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352042587,Протягайловка,,Первомайский переулок,29,46.82782,29.44205,6.395,,expected_km_osrm,,,OUTSIDE_SPLIT_UNKNOWN,,,,,,,,4,EXTERNAL_SPLIT_UNKNOWN,external territory; in/out split unproven; see commit 2 brackets
w352064498,Бендеры,,улица Ломоносова,12a,46.82668,29.45097,5.639,,expected_km_osrm,5.639,0.0,CITY_ALL_IN,,5.639,33.83,33.83,28.83,21.99,28.83,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352064499,Бендеры,,улица Ломоносова,12,46.82656,29.451,5.629,,expected_km_osrm,5.629,0.0,CITY_ALL_IN,,5.629,33.77,33.77,28.77,21.95,28.77,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352064500,Бендеры,,Кагульская улица,11,46.8271,29.45208,5.535,,expected_km_osrm,5.535,0.0,CITY_ALL_IN,,5.535,33.21,33.21,28.21,21.59,28.21,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352064501,Бендеры,,улица Кошевого,1а,46.82713,29.45157,5.662,,expected_km_osrm,5.662,0.0,CITY_ALL_IN,,5.662,33.97,33.97,28.97,22.08,28.97,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352064505,Бендеры,,Гербовецкая улица,4,46.82282,29.45124,5.361,,expected_km_osrm,5.361,0.0,CITY_ALL_IN,,5.361,32.17,32.17,27.17,20.91,27.17,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352064506,Бендеры,,Санаторная улица,2,46.82297,29.45142,5.353,,expected_km_osrm,5.353,0.0,CITY_ALL_IN,,5.353,32.12,32.12,27.12,20.88,27.12,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352064507,Бендеры,,Гербовецкая улица,6,46.82282,29.45095,5.383,,expected_km_osrm,5.383,0.0,CITY_ALL_IN,,5.383,32.3,32.3,27.3,20.99,27.3,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352109788,Бендеры,Липканы,переулок Энгельса,4,46.8477,29.47883,3.552,,expected_km_osrm,3.552,0.0,CITY_ALL_IN,,3.552,21.31,21.31,16.31,13.85,16.31,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352109789,Бендеры,Липканы,переулок Энгельса,2,46.84769,29.47841,3.584,,expected_km_osrm,3.584,0.0,CITY_ALL_IN,,3.584,21.5,21.5,16.5,13.97,16.5,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352110120,Бендеры,,Варницкий тупик,9,46.84118,29.4642,4.13,,expected_km_osrm,4.13,0.0,CITY_ALL_IN,,4.13,24.78,24.78,19.78,16.11,19.78,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352110238,Бендеры,,Кишинёвский тупик,2а,46.84093,29.46423,4.088,,expected_km_osrm,4.088,0.0,CITY_ALL_IN,,4.088,24.53,24.53,19.53,15.94,19.53,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352110239,Бендеры,,Кишинёвский тупик,5,46.84097,29.4639,4.075,,expected_km_osrm,4.075,0.0,CITY_ALL_IN,,4.075,24.45,24.45,19.45,15.89,19.45,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352110827,Бендеры,,Кагульская улица,5,46.82656,29.45242,5.49,,expected_km_osrm,5.49,0.0,CITY_ALL_IN,,5.49,32.94,32.94,27.94,21.41,27.94,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111431,Бендеры,,Кагульская улица,9,46.82689,29.45211,5.519,,expected_km_osrm,5.519,0.0,CITY_ALL_IN,,5.519,33.11,33.11,28.11,21.52,28.11,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111432,Бендеры,,Кагульская улица,7,46.82671,29.45221,5.505,,expected_km_osrm,5.505,0.0,CITY_ALL_IN,,5.505,33.03,33.03,28.03,21.47,28.03,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111433,Бендеры,,улица Ломоносова,16,46.82704,29.45074,5.676,,expected_km_osrm,5.676,0.0,CITY_ALL_IN,,5.676,34.06,34.06,29.06,22.14,29.06,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111435,Бендеры,,улица Ломоносова,18,46.82716,29.45072,5.689,,expected_km_osrm,5.689,0.0,CITY_ALL_IN,,5.689,34.13,34.13,29.13,22.18,29.13,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111436,Бендеры,,улица Кошевого,10а,46.82723,29.4511,5.684,,expected_km_osrm,5.684,0.0,CITY_ALL_IN,,5.684,34.1,34.1,29.1,22.17,29.1,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111438,Бендеры,,улица Кошевого,10,46.82743,29.45136,5.656,,expected_km_osrm,5.656,0.0,CITY_ALL_IN,,5.656,33.94,33.94,28.94,22.06,28.94,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111439,Бендеры,,улица Кошевого,8,46.82748,29.45166,5.634,,expected_km_osrm,5.634,0.0,CITY_ALL_IN,,5.634,33.8,33.8,28.8,21.97,28.8,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111440,Бендеры,,улица Кошевого,6,46.82758,29.45182,5.617,,expected_km_osrm,5.617,0.0,CITY_ALL_IN,,5.617,33.7,33.7,28.7,21.91,28.7,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111443,Бендеры,,улица Кошевого,4,46.82773,29.45205,5.591,,expected_km_osrm,5.591,0.0,CITY_ALL_IN,,5.591,33.55,33.55,28.55,21.81,28.55,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111747,Бендеры,,улица Полоза,2,46.82786,29.45212,5.577,,expected_km_osrm,5.577,0.0,CITY_ALL_IN,,5.577,33.46,33.46,28.46,21.75,28.46,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352111750,Бендеры,,улица Полоза,2а,46.82791,29.4524,5.562,,expected_km_osrm,5.562,0.0,CITY_ALL_IN,,5.562,33.37,33.37,28.37,21.69,28.37,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148076,Бендеры,,Кишинёвский тупик,8а,46.84156,29.46529,3.808,,expected_km_osrm,3.808,0.0,CITY_ALL_IN,,3.808,22.85,22.85,17.85,14.85,17.85,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148078,Бендеры,,Кишинёвский тупик,4,46.84126,29.46467,4.138,,expected_km_osrm,4.138,0.0,CITY_ALL_IN,,4.138,24.83,24.83,19.83,16.14,19.83,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148079,Бендеры,,Кишинёвский тупик,2,46.84109,29.46446,4.112,,expected_km_osrm,4.112,0.0,CITY_ALL_IN,,4.112,24.67,24.67,19.67,16.04,19.67,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148088,Бендеры,,улица Петровского,61,46.8411,29.4668,3.619,,expected_km_osrm,3.619,0.0,CITY_ALL_IN,,3.619,21.71,21.71,16.71,14.11,16.71,2,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148094,Бендеры,,улица 12 Октября,51,46.8367,29.46095,6.1,,expected_km_osrm,6.1,0.0,CITY_ALL_IN,,6.1,36.6,36.6,31.6,23.79,31.6,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148095,Бендеры,,улица 12 Октября,53,46.8369,29.4609,4.615,,expected_km_osrm,4.615,0.0,CITY_ALL_IN,,4.615,27.69,27.69,22.69,18.0,22.69,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148096,Бендеры,,улица 12 Октября,49,46.83649,29.46094,6.084,,expected_km_osrm,6.084,0.0,CITY_ALL_IN,,6.084,36.5,36.5,31.5,23.73,31.5,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352148098,Бендеры,,улица 12 Октября,55,46.83706,29.46036,6.173,,expected_km_osrm,6.173,0.0,CITY_ALL_IN,,6.173,37.04,37.04,32.04,24.08,32.04,4,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149217,Бендеры,,Каховский тупик,226,46.848,29.45271,4.901,,expected_km_osrm,4.901,0.0,CITY_ALL_IN,,4.901,29.41,29.41,24.41,19.12,24.41,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149222,Бендеры,,Каховская улица,5,46.84671,29.4529,4.847,,expected_km_osrm,4.847,0.0,CITY_ALL_IN,,4.847,29.08,29.08,24.08,18.9,24.08,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149223,Бендеры,,Каховская улица,133,46.84715,29.45348,4.794,,expected_km_osrm,4.794,0.0,CITY_ALL_IN,,4.794,28.76,28.76,23.76,18.69,23.76,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149225,Бендеры,,Каховская улица,2,46.84782,29.45505,4.775,,expected_km_osrm,4.775,0.0,CITY_ALL_IN,,4.775,28.65,28.65,23.65,18.62,23.65,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149226,Бендеры,,Каховский тупик,2,46.84825,29.4548,4.931,,expected_km_osrm,4.931,0.0,CITY_ALL_IN,,4.931,29.59,29.59,24.59,19.23,24.59,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149230,Бендеры,,улица 40 лет Победы,19,46.84887,29.46027,4.525,,expected_km_osrm,4.525,0.0,CITY_ALL_IN,,4.525,27.15,27.15,22.15,17.65,22.15,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149826,Бендеры,,Каховский тупик,5,46.8483,29.45382,5.271,,expected_km_osrm,5.271,0.0,CITY_ALL_IN,,5.271,31.63,31.63,26.63,20.56,26.63,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149827,Бендеры,,Каховский тупик,3,46.8479,29.45415,4.875,,expected_km_osrm,4.875,0.0,CITY_ALL_IN,,4.875,29.25,29.25,24.25,19.01,24.25,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149828,Бендеры,,Каховский тупик,6,46.84849,29.45431,5.245,,expected_km_osrm,5.245,0.0,CITY_ALL_IN,,5.245,31.47,31.47,26.47,20.46,26.47,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352149830,Бендеры,,Каховский тупик,1а,46.84757,29.45444,4.833,,expected_km_osrm,4.833,0.0,CITY_ALL_IN,,4.833,29.0,29.0,24.0,18.85,24.0,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151085,Бендеры,,Каховский тупик,226A,46.84786,29.45299,4.875,,expected_km_osrm,4.875,0.0,CITY_ALL_IN,,4.875,29.25,29.25,24.25,19.01,24.25,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151102,Бендеры,,улица Зои Космодемьянской,26,46.84665,29.46155,4.196,,expected_km_osrm,4.196,0.0,CITY_ALL_IN,,4.196,25.18,25.18,20.18,16.37,20.18,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151103,Бендеры,,улица Зои Космодемьянской,87,46.84641,29.46143,4.184,,expected_km_osrm,4.184,0.0,CITY_ALL_IN,,4.184,25.1,25.1,20.1,16.32,20.1,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151105,Бендеры,,Каховская улица,218,46.84718,29.45438,4.758,,expected_km_osrm,4.758,0.0,CITY_ALL_IN,,4.758,28.55,28.55,23.55,18.56,23.55,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151496,Бендеры,,Каховский тупик,222,46.84769,29.45331,4.843,,expected_km_osrm,4.843,0.0,CITY_ALL_IN,,4.843,29.06,29.06,24.06,18.89,24.06,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151497,Бендеры,,Каховский тупик,224,46.84782,29.45319,4.86,,expected_km_osrm,4.86,0.0,CITY_ALL_IN,,4.86,29.16,29.16,24.16,18.95,24.16,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352151499,Бендеры,,Каховская улица,131,46.84682,29.45386,4.748,,expected_km_osrm,4.748,0.0,CITY_ALL_IN,,4.748,28.49,28.49,23.49,18.52,23.49,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
w352152715,Бендеры,,Каховская улица,129,46.84667,29.45408,4.724,,expected_km_osrm,4.724,0.0,CITY_ALL_IN,,4.724,28.34,28.34,23.34,18.42,23.34,3,CITY_OWNER_ASSUMPTION,outside_city_km=0 by city doctrine; taxi = owner assumption
