uid,address,territory,status,canonical_route_km,route_km,route_km_duration_opt,straight_km,crosses_checkpoint,external_km,base_price,external_surcharge,reference_price,internal_zone,routing_status,old_k4_zone_id
n2321749459,"Гиска, улица Бориса Главана, 5",Гиска,routed,5.682,5.6816,5.6816,5.155,False,0.0,24.726,0.0,24.726,2,routed,4
n2321749460,"Гиска, улица Бориса Главана, 6",Гиска,routed,5.725,5.7248,5.7248,5.192,False,0.0,24.899,0.0,24.899,2,routed,4
n2321749461,"Гиска, улица Бориса Главана, 22",Гиска,routed,5.907,5.9065,5.9065,5.291,False,0.0,25.626,0.0,25.626,2,routed,4
n2321749462,"Гиска, улица Бориса Главана, 7",Гиска,routed,5.722,5.7221,5.7221,5.213,False,0.0,24.888,0.0,24.888,2,routed,4
n2321749463,"Гиска, улица Бориса Главана, 27",Гиска,routed,5.86,5.86,5.86,5.359,False,0.0,25.44,0.0,25.44,2,routed,4
n2321749464,"Гиска, улица Бориса Главана, 22а",Гиска,routed,5.864,5.8633,5.8633,5.41,False,0.0,25.453,0.0,25.453,2,routed,4
n2321749465,"Гиска, Госпитальная улица, 24",Гиска,routed,5.921,5.9203,5.9203,5.444,False,0.0,25.681,0.0,25.681,2,routed,4
n2321749466,"Гиска, Госпитальная улица, 31",Гиска,routed,5.909,5.909,5.909,5.414,False,0.0,25.636,0.0,25.636,2,routed,4
n2321749467,"Гиска, Госпитальная улица, 78",Гиска,routed,5.964,5.9639,5.9639,5.415,False,0.0,25.856,0.0,25.856,2,routed,4
n2321749468,"Гиска, Госпитальная улица, 105",Гиска,routed,5.971,5.9704,5.9704,5.451,False,0.0,25.882,0.0,25.882,2,routed,4
n2321749469,"Гиска, Госпитальная улица, 56",Гиска,routed,5.804,5.8039,5.8039,5.241,False,0.0,25.216,0.0,25.216,2,routed,4
n2321749470,"Гиска, Госпитальная улица, 89",Гиска,routed,5.816,5.816,5.816,5.274,False,0.0,25.264,0.0,25.264,2,routed,4
n2321749471,"Гиска, Госпитальная улица, 87",Гиска,routed,5.798,5.7976,5.7976,5.223,False,0.0,25.19,0.0,25.19,2,routed,4
n2321749472,"Гиска, Госпитальная улица, 52",Гиска,routed,5.805,5.8049,5.8049,5.176,False,0.0,25.22,0.0,25.22,2,routed,4
n2321749473,"Гиска, Госпитальная улица, 54",Гиска,routed,5.73,5.7299,5.7299,5.181,False,0.0,24.92,0.0,24.92,2,routed,4
n2321749474,"Гиска, Госпитальная улица, 20",Гиска,routed,6.323,6.3235,6.3235,4.757,False,0.0,27.294,0.0,27.294,2,routed,4
n2321749475,"Гиска, Госпитальная улица, 47",Гиска,routed,6.302,6.3022,6.3022,4.761,False,0.0,27.209,0.0,27.209,2,routed,4
n2321749476,"Гиска, Госпитальная улица, 45",Гиска,routed,6.39,6.3897,6.3897,4.759,False,0.0,27.559,0.0,27.559,2,routed,4
n2321749477,"Гиска, Госпитальная улица, 39",Гиска,routed,6.477,6.4772,6.4772,4.809,False,0.0,27.909,0.0,27.909,2,routed,4
n2321749478,"Гиска, Госпитальная улица, 35",Гиска,routed,6.484,6.4839,6.4839,4.802,False,0.0,27.936,0.0,27.936,2,routed,4
n2321749479,"Гиска, Госпитальная улица, 37",Гиска,routed,6.366,6.3649,6.3649,4.713,False,0.0,27.46,0.0,27.46,2,routed,4
n2321749482,"Гиска, Госпитальная улица, 8",Гиска,routed,6.385,6.3849,6.3849,4.664,False,0.0,27.54,0.0,27.54,2,routed,4
n2321749483,"Гиска, Госпитальная улица, 10а",Гиска,routed,6.322,6.3218,6.3218,4.709,False,0.0,27.287,0.0,27.287,2,routed,4
n2321749484,"Гиска, Госпитальная улица, 12",Гиска,routed,6.17,6.1697,6.1697,4.646,False,0.0,26.679,0.0,26.679,2,routed,4
n2321749485,"Гиска, Госпитальная улица, 16",Гиска,routed,6.229,6.229,6.229,4.71,False,0.0,26.916,0.0,26.916,2,routed,4
n2321749486,"Гиска, Госпитальная улица, 14а",Гиска,routed,6.177,6.1771,6.1771,4.672,False,0.0,26.708,0.0,26.708,2,routed,4
n2321749487,"Гиска, улица Ленина, 15",Гиска,routed,5.714,5.7142,5.7142,5.155,False,0.0,24.857,0.0,24.857,2,routed,4
n2321749488,"Гиска, улица Курило, 13",Гиска,routed,5.771,5.7713,5.7713,5.207,False,0.0,25.085,0.0,25.085,2,routed,4
n2321749489,"Гиска, улица Курило, 20",Гиска,routed,5.77,5.7704,5.7704,5.205,False,0.0,25.082,0.0,25.082,2,routed,4
n2321749490,"Гиска, улица Курило, 2",Гиска,routed,5.969,5.9692,5.9692,5.357,False,0.0,25.877,0.0,25.877,2,routed,4
n2321749491,"Гиска, улица Курило, 1",Гиска,routed,5.961,5.9611,5.9611,5.363,False,0.0,25.844,0.0,25.844,2,routed,4
n2321749492,"Гиска, улица Ленина, 100",Гиска,routed,5.809,5.8089,5.8089,5.388,False,0.0,25.236,0.0,25.236,2,routed,4
n2321749493,"Гиска, улица Ленина, 102",Гиска,routed,5.878,5.8779,5.8779,5.458,False,0.0,25.512,0.0,25.512,2,routed,4
n2321749494,"Гиска, улица Бориса Главана, 89",Гиска,routed,5.804,5.8043,5.8043,5.345,False,0.0,25.217,0.0,25.217,2,routed,4
n2321749495,"Гиска, улица Бориса Главана, 91",Гиска,routed,5.812,5.8121,5.8121,5.395,False,0.0,25.248,0.0,25.248,2,routed,4
n2321833111,"Бендеры, улица Толстого, 21",Бендеры,routed,5.725,5.7248,5.7248,2.028,False,0.0,24.899,0.0,24.899,2,routed,3
n2321834521,"Бендеры, улица Лермонтова, 18",Бендеры,routed,5.562,5.5622,5.5622,2.131,False,0.0,24.249,0.0,24.249,2,routed,3
n2321834524,"Бендеры, улица Лермонтова, 39",Бендеры,routed,5.42,5.4197,5.4197,2.059,False,0.0,23.679,0.0,23.679,2,routed,3
n2321834527,"Бендеры, улица Лермонтова, 38",Бендеры,routed,5.414,5.4143,5.4143,2.083,False,0.0,23.657,0.0,23.657,2,routed,3
n2321834534,"Бендеры, улица Лермонтова, 41",Бендеры,routed,5.375,5.3753,5.3753,2.051,False,0.0,23.501,0.0,23.501,2,routed,3
n2321855312,"Бендеры, улица Лермонтова, 56",Бендеры,routed,5.202,5.2012,5.2012,2.053,False,0.0,22.805,0.0,22.805,2,routed,3
n2321855313,"Бендеры, улица Лермонтова, 60",Бендеры,routed,5.16,5.1595,5.1595,2.062,False,0.0,22.638,0.0,22.638,2,routed,3
n2321855335,"Бендеры, улица Добродеева, 37",Бендеры,routed,5.328,5.3275,5.3275,2.094,False,0.0,23.31,0.0,23.31,2,routed,3
n2321855336,"Бендеры, улица Добродеева, 35",Бендеры,routed,5.264,5.2635,5.2635,2.068,False,0.0,23.054,0.0,23.054,2,routed,3
n2321951516,"Бендеры, улица Старого, 40",Бендеры,routed,5.228,5.2277,5.2277,2.133,False,0.0,22.911,0.0,22.911,2,routed,3
n2321951519,"Бендеры, Гербовецкая улица, 43",Бендеры,routed,5.294,5.2933,5.2933,2.201,False,0.0,23.173,0.0,23.173,2,routed,3
n2321951523,"Бендеры, улица Чехова, 30",Бендеры,routed,5.1,5.0995,5.0995,2.167,False,0.0,22.398,0.0,22.398,2,routed,3
n2321993999,"Бендеры, Путейская улица, 2",Бендеры,routed,5.136,5.1359,5.1359,1.421,False,0.0,22.544,0.0,22.544,2,routed,3
n2321994003,"Бендеры, улица Тургенева, 1",Бендеры,routed,5.071,5.0704,5.0704,1.501,False,0.0,22.282,0.0,22.282,2,routed,3
n2321994021,"Бендеры, улица Бородина, 17",Бендеры,routed,5.038,5.0373,5.0373,1.549,False,0.0,22.149,0.0,22.149,2,routed,3
n2321994025,"Бендеры, переулок Бородина, 9",Бендеры,routed,5.266,5.2664,5.2664,1.387,False,0.0,23.066,0.0,23.066,2,routed,3
n2322107937,"Бендеры, Киевская улица, 43",Бендеры,routed,4.379,4.3796,4.3796,1.863,False,0.0,19.518,0.0,19.518,1,routed,3
n2322107940,"Бендеры, улица Ивана Шимкова, 2",Бендеры,routed,6.515,4.8862,6.5154,1.888,False,0.0,21.545,0.0,21.545,2,routed,4
n2322107942,"Бендеры, улица Ивана Шимкова, 22",Бендеры,routed,6.325,5.0494,6.3255,1.837,False,0.0,22.198,0.0,22.198,2,routed,4
n2322107948,"Бендеры, Фонтанная улица, 8",Бендеры,routed,6.543,4.7951,6.5431,1.979,False,0.0,21.18,0.0,21.18,1,routed,4
n2322107950,"Бендеры, Фонтанная улица, 22",Бендеры,routed,6.431,4.9078,6.4304,1.926,False,0.0,21.631,0.0,21.631,2,routed,4
n2322107952,"Бендеры, Фонтанная улица, 35",Бендеры,routed,6.373,5.1489,6.3735,1.878,False,0.0,22.596,0.0,22.596,2,routed,4
n2322107953,"Бендеры, Фонтанная улица, 41",Бендеры,routed,6.288,5.2031,6.2877,1.859,False,0.0,22.812,0.0,22.812,2,routed,4
n2322107954,"Бендеры, Фонтанная улица, 24",Бендеры,routed,6.368,5.2015,6.3672,1.902,False,0.0,22.806,0.0,22.806,2,routed,4
n2322107955,"Бендеры, Фонтанная улица, 36",Бендеры,routed,6.181,6.1812,6.1812,1.834,False,0.0,26.725,0.0,26.725,2,routed,4
n2322107956,"Бендеры, Фонтанная улица, 59",Бендеры,routed,6.191,6.1914,6.1914,1.817,False,0.0,26.766,0.0,26.766,2,routed,4
n2322107957,"Бендеры, улица Герцена, 1",Бендеры,routed,6.646,4.868,6.6465,2.04,False,0.0,21.472,0.0,21.472,2,routed,4
n2322112853,"Бендеры, улица Герцена, 17",Бендеры,routed,6.527,4.988,6.5265,1.986,False,0.0,21.952,0.0,21.952,2,routed,4
n2322112854,"Бендеры, улица Богдана Хмельницкого, 2",Бендеры,routed,6.434,5.1571,6.4332,1.936,False,0.0,22.628,0.0,22.628,2,routed,4
n2322118077,"Бендеры, улица 12 Октября, 16",Бендеры,routed,6.171,6.1711,6.1711,1.869,False,0.0,26.684,0.0,26.684,2,routed,4
n2322118089,"Бендеры, улица 12 Октября, 86",Бендеры,routed,4.968,4.9684,4.9684,2.628,False,0.0,21.874,0.0,21.874,2,routed,3
n2322916164,"Бендеры, Садовая улица, 71",Бендеры,routed,1.497,1.4971,1.4971,1.196,False,0.0,14.0,0.0,14.0,1,routed,1
n2322916165,"Бендеры, Садовая улица, 73",Бендеры,routed,1.532,1.5324,1.5324,1.229,False,0.0,14.0,0.0,14.0,1,routed,1
n2322975402,"Бендеры, улица Пушкина, 66",Бендеры,routed,1.686,1.6856,1.6856,1.122,False,0.0,14.0,0.0,14.0,1,routed,1
n2322975403,"Бендеры, улица Горького, 7",Бендеры,routed,1.688,1.6871,1.6871,1.141,False,0.0,14.0,0.0,14.0,1,routed,1
n2323031531,"Бендеры, Коммунистическая улица, 138",Бендеры,routed,1.492,1.4924,1.4924,1.117,False,0.0,14.0,0.0,14.0,1,routed,1
n2323051089,"Бендеры, улица Калинина, 59",Бендеры,routed,0.903,0.9028,0.9028,0.536,False,0.0,14.0,0.0,14.0,1,routed,1
n2323051105,"Бендеры, улица Калинина, 49",Бендеры,routed,0.71,0.71,0.71,0.388,False,0.0,14.0,0.0,14.0,1,routed,1
n2323119091,"Бендеры, Комсомольская улица, 81",Бендеры,routed,0.832,0.8326,0.8326,0.481,False,0.0,14.0,0.0,14.0,1,routed,1
n2323152058,"Парканы, улица Горького, 1",Парканы,routed,4.551,4.5512,4.5512,3.64,True,2.718,20.205,5.435,25.64,2,routed,3
n2323152060,"Парканы, улица Горького, 126",Парканы,routed,5.464,5.4634,5.4634,3.533,True,3.63,23.854,7.26,31.113,3,routed,3
n2323152061,"Парканы, улица Горького, 128",Парканы,routed,5.428,5.5354,5.5354,3.533,True,3.702,24.142,7.404,31.545,3,routed,3
n2323152062,"Парканы, улица Будённого, 190",Парканы,routed,5.748,5.7488,5.7488,3.48,True,3.915,24.995,7.831,32.826,3,routed,4
n2323152063,"Парканы, улица Горького, 192",Парканы,routed,5.785,5.7847,5.7847,3.477,True,3.951,25.139,7.902,33.041,3,routed,4
n2323152064,"Парканы, улица Маяковского, 198",Парканы,routed,5.654,5.6542,5.6542,3.478,True,3.821,24.617,7.641,32.258,3,routed,4
n2323152065,"Парканы, улица Маяковского, 185",Парканы,routed,5.691,5.6907,5.6907,3.516,True,3.857,24.763,7.714,32.477,3,routed,4
n2323152066,"Парканы, улица Маяковского, 48",Парканы,routed,5.684,5.6839,5.6839,3.514,True,3.85,24.736,7.701,32.436,3,routed,4
n2323152068,"Парканы, Комсомольская улица, 175",Парканы,routed,5.266,5.267,5.267,3.141,True,3.434,23.068,6.867,29.935,3,routed,3
n2323152069,"Парканы, улица Маяковского, 1",Парканы,routed,5.396,5.3963,5.3963,3.237,True,3.563,23.585,7.126,30.711,3,routed,3
n2323152070,"Парканы, Комсомольская улица, 173",Парканы,routed,5.191,5.1919,5.1919,3.089,True,3.358,22.768,6.717,29.484,3,routed,3
n2323152072,"Парканы, улица Маяковского, 3",Парканы,routed,5.443,5.4432,5.4432,3.28,True,3.61,23.773,7.219,30.992,3,routed,3
n2323152073,"Парканы, улица Маяковского, 168",Парканы,routed,5.508,5.5084,5.5084,3.337,True,3.675,24.034,7.35,31.383,3,routed,3
n2323152075,"Парканы, улица Будённого, 24",Парканы,routed,5.549,5.5496,5.5496,3.297,True,3.716,24.198,7.432,31.631,3,routed,4
n2323152078,"Парканы, улица Котовского, 175",Парканы,routed,5.396,5.3968,5.3968,3.164,True,3.563,23.587,7.127,30.714,3,routed,3
n2323152080,"Парканы, улица Чкалова, 1",Парканы,routed,4.378,4.3782,4.3782,3.469,True,2.545,19.513,5.089,24.602,2,routed,3
n2323152081,"Парканы, улица Чкалова, 2",Парканы,routed,4.384,4.3842,4.3842,3.439,True,2.551,19.537,5.101,24.638,2,routed,3
n2323152082,"Парканы, улица Чкалова, 117",Парканы,routed,5.25,5.3576,5.3576,3.406,True,3.524,23.43,7.048,30.479,3,routed,3
n2323152083,"Парканы, улица Чкалова, 92",Парканы,routed,5.227,5.2269,5.2269,3.381,True,3.393,22.908,6.787,29.694,3,routed,3
n2323152090,"Парканы, улица Пушкина, 2",Парканы,routed,3.325,3.3247,3.3247,2.525,True,1.491,15.299,5.0,20.299,1,routed,2
n2323152091,"Парканы, улица Пушкина, 1",Парканы,routed,3.312,3.3126,3.3126,2.497,True,1.479,15.25,5.0,20.25,1,routed,2
n2323152094,"Парканы, Комсомольская улица, 1",Парканы,routed,3.594,3.5938,3.5938,2.756,True,1.76,16.375,5.0,21.375,1,routed,2
n2323152095,"Парканы, Комсомольская улица, 20",Парканы,routed,3.618,3.6184,3.6184,2.791,True,1.785,16.474,5.0,21.474,2,routed,2
n2323152097,"Парканы, улица Котовского, 2",Парканы,routed,3.786,3.7865,3.7865,2.892,True,1.953,17.146,5.0,22.146,2,routed,2
n2323152098,"Парканы, улица Котовского, 1",Парканы,routed,3.786,3.7863,3.7863,2.929,True,1.953,17.145,5.0,22.145,2,routed,2
n2323152099,"Парканы, улица Ворошилова, 2",Парканы,routed,3.958,3.9576,3.9576,3.044,True,2.124,17.83,5.0,22.83,2,routed,2
n2323152107,"Парканы, Пионерская улица, 9",Парканы,routed,5.004,5.1115,5.1115,3.248,True,3.278,22.446,6.556,29.002,3,routed,3
n2323152108,"Парканы, Пионерская улица, 7",Парканы,routed,4.922,5.0296,5.0296,3.168,True,3.196,22.118,6.392,28.511,2,routed,3
n2323152109,"Парканы, улица Ворошилова, 95",Парканы,routed,4.853,4.8531,4.8531,3.116,True,3.02,21.412,6.039,27.452,2,routed,3
n2323152111,"Парканы, Пионерская улица, 32",Парканы,routed,4.902,5.0093,5.0093,3.157,True,3.176,22.037,6.352,28.389,2,routed,3
n2323152112,"Парканы, улица Ворошилова, 97",Парканы,routed,4.888,4.8891,4.8891,3.123,True,3.056,21.556,6.111,27.668,2,routed,3
n2323152115,"Парканы, улица Фрунзе, 122",Парканы,routed,5.463,5.4632,5.4632,3.343,True,3.63,23.853,7.259,31.112,3,routed,3
n2323152117,"Парканы, улица Ворошилова, 25",Парканы,routed,4.181,4.181,4.181,3.057,True,2.348,18.724,5.0,23.724,2,routed,3
n2323152118,"Парканы, улица Ворошилова, 27",Парканы,routed,4.216,4.2165,4.2165,3.056,True,2.383,18.866,5.0,23.866,2,routed,3
n2323152119,"Парканы, улица Ворошилова, 30",Парканы,routed,4.178,4.1785,4.1785,3.013,True,2.345,18.714,5.0,23.714,2,routed,3
n2323152120,"Парканы, улица Ворошилова, 32а",Парканы,routed,4.228,4.2282,4.2282,3.015,True,2.395,18.913,5.0,23.913,2,routed,3
n2323152121,"Парканы, улица Ворошилова, 90",Парканы,routed,4.83,4.8303,4.8303,3.075,True,2.997,21.321,5.994,27.315,2,routed,3
n2323152122,"Парканы, Пионерская улица, 5",Парканы,routed,4.826,4.8258,4.8258,2.971,True,2.992,21.303,5.985,27.288,2,routed,3
n2323152123,"Парканы, улица Котовского, 101",Парканы,routed,4.755,4.7554,4.7554,2.933,True,2.922,21.022,5.844,26.865,2,routed,3
n2323152124,"Парканы, улица Ворошилова, 92",Парканы,routed,4.886,4.8866,4.8866,3.104,True,3.053,21.546,6.106,27.653,2,routed,3
n2323152125,"Парканы, Пионерская улица, 30",Парканы,routed,4.918,4.9185,4.9185,3.067,True,3.085,21.674,6.17,27.844,2,routed,3
n2323152126,"Парканы, Пионерская улица, 28",Парканы,routed,4.83,4.8303,4.8303,2.982,True,2.997,21.321,5.994,27.315,2,routed,3
n2323152127,"Парканы, улица Котовского, 103",Парканы,routed,4.796,4.7961,4.7961,2.945,True,2.963,21.184,5.925,27.11,2,routed,3
n2323152128,"Парканы, улица Ворошилова, 141",Парканы,routed,5.374,5.374,5.374,3.302,True,3.54,23.496,7.081,30.577,3,routed,3
n2323152130,"Парканы, улица Будённого, 155",Парканы,routed,5.62,5.6209,5.6209,3.355,True,3.787,24.484,7.575,32.058,3,routed,4
n2323152131,"Парканы, улица Ворошилова, 157",Парканы,routed,5.626,5.6259,5.6259,3.361,True,3.792,24.504,7.585,32.088,3,routed,4
n2323152132,"Парканы, улица Маяковского, 165",Парканы,routed,5.54,5.5399,5.5399,3.37,True,3.706,24.16,7.413,31.572,3,routed,3
n2323152138,"Парканы, улица Котовского, 31",Парканы,routed,4.12,4.1206,4.1206,2.832,True,2.287,18.482,5.0,23.482,2,routed,3
n2323152139,"Парканы, улица Котовского, 26",Парканы,routed,4.118,4.1183,4.1183,2.8,True,2.285,18.473,5.0,23.473,2,routed,3
n2323152140,"Парканы, улица Котовского, 28",Парканы,routed,4.122,4.1221,4.1221,2.794,True,2.289,18.488,5.0,23.488,2,routed,3
n2323152145,"Парканы, Пионерская улица, 100а",Парканы,routed,4.803,4.8036,4.8036,2.892,True,2.97,21.214,5.94,27.155,2,routed,3
n2323152146,"Парканы, улица Котовского, 102",Парканы,routed,4.796,4.797,4.797,2.911,True,2.963,21.188,5.927,27.115,2,routed,3
n2323152148,"Парканы, Пионерская улица, 26",Парканы,routed,4.598,4.5977,4.5977,2.808,True,2.764,20.391,5.528,25.919,2,routed,3
n2323152149,"Парканы, Комсомольская улица, 109",Парканы,routed,4.644,4.6443,4.6443,2.758,True,2.811,20.577,5.622,26.199,2,routed,3
n2323152150,"Парканы, Комсомольская улица, 111",Парканы,routed,4.58,4.5799,4.5799,2.778,True,2.746,20.32,5.493,25.812,2,routed,3
n2323152151,"Парканы, Комсомольская улица, 37",Парканы,routed,3.945,3.9445,3.9445,2.651,True,2.111,17.778,5.0,22.778,2,routed,2
n2323152152,"Парканы, Комсомольская улица, 39",Парканы,routed,3.99,3.99,3.99,2.648,True,2.157,17.96,5.0,22.96,2,routed,2
n2323152154,"Парканы, Комсомольская улица, 42",Парканы,routed,3.862,3.8622,3.8622,2.601,True,2.029,17.449,5.0,22.449,2,routed,2
n2323152155,"Парканы, Пионерская улица, 98",Парканы,routed,4.517,4.5176,4.5176,2.717,True,2.684,20.07,5.368,25.439,2,routed,3
n2323152157,"Парканы, Коммунистическая улица, 41",Парканы,routed,4.746,4.747,4.747,2.795,True,2.913,20.988,5.827,26.815,2,routed,3
n2323152159,"Парканы, Комсомольская улица, 100",Парканы,routed,4.819,4.819,4.819,2.835,True,2.986,21.276,5.971,27.247,2,routed,3
n2323214983,"Бендеры, улица Шестакова, 66",Бендеры,routed,0.934,0.9327,0.9327,0.683,False,0.0,14.0,0.0,14.0,1,routed,1
n2323214991,"Бендеры, улица Шестакова, 61",Бендеры,routed,0.834,0.8328,0.8328,0.609,False,0.0,14.0,0.0,14.0,1,routed,1
n2323220898,"Бендеры, улица Шестакова, 13",Бендеры,routed,0.904,0.9041,0.9046,0.433,False,0.0,14.0,0.0,14.0,1,routed,1
n2323227009,"Бендеры, улица Щорса, 3",Бендеры,routed,1.111,1.1109,1.1109,0.575,False,0.0,14.0,0.0,14.0,1,routed,1
n2323261760,"Бендеры, Комсомольская улица, 58",Бендеры,routed,1.033,1.0339,1.0339,0.793,False,0.0,14.0,0.0,14.0,1,routed,1
n2323263963,"Бендеры, Московская улица, 58",Бендеры,routed,0.795,0.7956,0.7956,0.567,False,0.0,14.0,0.0,14.0,1,routed,1
n2323270281,"Бендеры, Молдавская улица, 15А",Бендеры,routed,1.161,1.1616,1.1616,0.922,False,0.0,14.0,0.0,14.0,1,routed,1
n2323271510,"Бендеры, Комсомольская улица, 62",Бендеры,routed,1.041,1.0414,1.0414,0.84,False,0.0,14.0,0.0,14.0,1,routed,1
n2323280410,"Бендеры, улица Ткаченко, 4в",Бендеры,routed,1.266,1.2667,1.2667,0.715,False,0.0,14.0,0.0,14.0,1,routed,1
n2323280446,"Бендеры, улица Ткаченко, 19",Бендеры,routed,1.51,1.5103,1.5103,0.957,False,0.0,14.0,0.0,14.0,1,routed,1
n2323343667,"Парканы, Пионерская улица, 2",Парканы,routed,4.341,4.341,4.341,2.421,True,2.508,19.364,5.015,24.379,2,routed,3
n2323343668,"Парканы, Комсомольская улица, 168",Парканы,routed,5.392,5.3917,5.3917,3.166,True,3.558,23.567,7.116,30.683,3,routed,3
n2323343670,"Парканы, улица Пушкина, 47",Парканы,routed,3.733,3.7326,3.7326,2.461,True,1.899,16.93,5.0,21.93,2,routed,2
n2323343672,"Парканы, улица Пушкина, 46",Парканы,routed,3.724,3.7237,3.7237,2.439,True,1.89,16.895,5.0,21.895,2,routed,2
n2323343677,"Парканы, улица Пушкина, 48",Парканы,routed,3.807,3.8072,3.8072,2.449,True,1.974,17.229,5.0,22.229,2,routed,2
n2323343678,"Парканы, улица Пушкина, 101",Парканы,routed,4.406,4.4062,4.4062,2.629,True,2.573,19.625,5.145,24.77,2,routed,3
n2323343679,"Парканы, улица Пушкина, 110",Парканы,routed,4.404,4.4051,4.4051,2.61,True,2.572,19.62,5.143,24.764,2,routed,3
n2323343680,"Парканы, Пионерская улица, 3",Парканы,routed,4.509,4.5088,4.5088,2.536,True,2.675,20.035,5.351,25.386,2,routed,3
n2323343681,"Парканы, Пионерская улица, 1",Парканы,routed,4.402,4.4022,4.4022,2.472,True,2.569,19.609,5.137,24.746,2,routed,3
n2323343682,"Парканы, Пионерская улица, 103",Парканы,routed,4.315,4.3156,4.3156,2.387,True,2.482,19.262,5.0,24.262,2,routed,3
n2323343683,"Парканы, улица Ленина, 105",Парканы,routed,4.321,4.3219,4.3219,2.388,True,2.488,19.288,5.0,24.288,2,routed,3
n2323343684,"Парканы, улица Ленина, 113",Парканы,routed,4.475,4.4747,4.4747,2.401,True,2.641,19.899,5.282,25.181,2,routed,3
n2323343685,"Парканы, Коммунистическая улица, 1",Парканы,routed,4.545,4.5458,4.5458,2.418,True,2.712,20.183,5.425,25.608,2,routed,3
n2323343687,"Парканы, Коммунистическая улица, 4",Парканы,routed,4.55,4.5498,4.5498,2.437,True,2.716,20.199,5.433,25.632,2,routed,3
n2323343688,"Парканы, улица Калинина, 1",Парканы,routed,4.689,4.689,4.689,2.468,True,2.856,20.756,5.711,26.467,2,routed,3
n2323343689,"Парканы, улица Ленина, 117",Парканы,routed,4.681,4.682,4.682,2.475,True,2.849,20.728,5.697,26.425,2,routed,3
n2323343690,"Парканы, улица Калинина, 2",Парканы,routed,4.766,4.7656,4.7656,2.554,True,2.932,21.062,5.864,26.927,2,routed,3
n2323343691,"Парканы, улица Калинина, 27",Парканы,routed,4.917,4.9178,4.9178,2.672,True,3.084,21.671,6.169,27.84,2,routed,3
n2323343692,"Парканы, улица Калинина, 20",Парканы,routed,4.91,4.91,4.91,2.68,True,3.077,21.64,6.153,27.793,2,routed,3
n2323343693,"Парканы, Коммунистическая улица, 26",Парканы,routed,4.752,4.7525,4.7525,2.621,True,2.919,21.01,5.838,26.848,2,routed,3
n2323343694,"Парканы, Красный переулок, 2",Парканы,routed,4.843,4.843,4.843,2.659,True,3.01,21.372,6.019,27.391,2,routed,3
n2323343695,"Парканы, улица Гагарина, 14",Парканы,routed,5.118,5.1182,5.1182,2.762,True,3.285,22.473,6.569,29.042,3,routed,3
n2323343700,"Парканы, улица Ленина, 131",Парканы,routed,4.793,4.7935,4.7935,2.531,True,2.96,21.174,5.92,27.094,2,routed,3
n2323343701,"Парканы, улица Гагарина, 2",Парканы,routed,5.155,5.1554,5.1554,2.725,True,3.322,22.622,6.644,29.265,3,routed,3
n2323343702,"Парканы, улица Гагарина, 40",Парканы,routed,5.451,5.4512,5.4512,2.901,True,3.618,23.805,7.235,31.04,3,routed,3
n2323343703,"Парканы, улица Гагарина, 1",Парканы,routed,5.168,5.169,5.169,2.764,True,3.335,22.676,6.671,29.347,3,routed,3
n2323343704,"Парканы, улица Гагарина, 43",Парканы,routed,5.431,5.431,5.431,2.942,True,3.598,23.724,7.195,30.919,3,routed,3
n2323343707,"Парканы, Красный переулок, 28",Парканы,routed,4.833,4.8331,4.8331,2.684,True,3.0,21.332,5.999,27.332,2,routed,3
n2323343708,"Парканы, Красный переулок, 1",Парканы,routed,4.871,4.8709,4.8709,2.697,True,3.037,21.484,6.075,27.558,2,routed,3
n2323343709,"Парканы, Красный переулок, 15",Парканы,routed,5.097,5.0967,5.0967,2.804,True,3.263,22.387,6.526,28.913,3,routed,3
n2323343710,"Парканы, улица Ленина, 133",Парканы,routed,5.078,5.078,5.078,2.657,True,3.245,22.312,6.489,28.801,2,routed,3
n2323343711,"Парканы, улица Ленина, 1",Парканы,routed,3.167,3.1663,3.1663,2.369,True,1.333,14.665,5.0,19.665,1,routed,2
n2323343713,"Парканы, улица Ленина, 53",Парканы,routed,3.576,3.5756,3.5756,2.278,True,1.742,16.302,5.0,21.302,1,routed,2
n2323343723,"Парканы, улица Ленина, 116",Парканы,routed,4.284,4.2845,4.2845,2.348,True,2.451,19.138,5.0,24.138,2,routed,3
n2323343724,"Парканы, улица Ленина, 118",Парканы,routed,4.305,4.3049,4.3049,2.353,True,2.471,19.22,5.0,24.22,2,routed,3
n2323343727,"Парканы, улица Ленина, 160",Парканы,routed,4.752,4.7516,4.7516,2.442,True,2.918,21.006,5.836,26.843,2,routed,3
n2323352001,"Парканы, улица Шевченко, 6",Парканы,routed,3.345,3.3454,3.3454,2.492,True,1.512,15.382,5.0,20.382,1,routed,2
n2323352002,"Парканы, улица Благоева, 12",Парканы,routed,3.496,3.497,3.497,2.621,True,1.663,15.988,5.0,20.988,1,routed,2
n2323352005,"Парканы, улица Карла Маркса, 5",Парканы,routed,4.443,4.4431,4.4431,3.285,True,2.61,19.772,5.219,24.992,2,routed,3
n2323352006,"Парканы, улица Карла Маркса, 11",Парканы,routed,4.333,4.3332,4.3332,3.337,True,2.5,19.333,5.0,24.333,2,routed,3
n2323352009,"Парканы, улица Гоголя, 2",Парканы,routed,3.841,3.8409,3.8409,2.886,True,2.007,17.364,5.0,22.364,2,routed,2
